Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Shaquil Barrett ,LB,TB,1,47,47,75,,,,,23.8,50.6,2020,3,11,4,0
Denico Autry ,DT,IND,1,43,43,67,,,,,6.8,15.8,2020,3,9,0,0
Will Compton ,LB,TEN,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Brandon Dunn ,DT,HOU,1,42,42,53,,,,,1.5,3.6,2020,3,2,0,0
Mike Pennel ,DT,KC,1,18,18,32,,,,,0.8,4.4,2020,3,0,0,0
Joe Thomas ,LB,DAL,1,76,76,99,,,,,9.0,11.8,2020,3,5,0,0
Mike Purcell ,DT,DEN,1,47,47,69,,,,,2.3,4.9,2020,3,2,0,0
Daniel Sorensen ,S,KC,1,46,46,82,,,,,6.8,14.8,2020,3,9,0,0
Todd Davis ,LB,MIN,1,1,1,1,,,,,1.5,150.0,2020,3,100,0,0
Adrian Phillips ,S,NE,1,35,35,59,,,,,9.8,28.0,2020,3,14,0,0
Leonard Williams ,DE,NYG,1,59,59,75,,,,,14.3,24.2,2020,3,3,2,0
Landon Collins ,S,WAS,1,62,62,98,,,,,4.5,7.3,2020,3,3,0,0
Danny Shelton ,DT,DET,1,38,38,58,,,,,1.5,3.9,2020,3,0,0,0
Jordan Phillips ,DT,ARI,1,42,42,64,,,,,9.5,22.6,2020,3,5,2,0
Marcus Peters ,CB,BAL,1,75,75,100,,,,,5.3,7.1,2020,3,4,0,0
Arik Armstead ,DE,SF,1,35,35,61,,,,,3.8,10.9,2020,3,6,0,0
P.J. Williams ,CB,NO,1,8,8,13,,,,,1.5,18.8,2020,3,13,0,0
Benardrick McKinney ,LB,HOU,1,65,65,81,,,,,13.5,20.8,2020,3,11,0,0
Adrian Amos ,S,GB,1,61,61,100,,,,,6.8,11.1,2020,3,7,0,0
Kevin Johnson ,CB,CLE,1,35,35,56,,,,,7.8,22.3,2020,3,6,0,0
Dante Fowler Jr. ,DE,ATL,1,28,28,34,,,,,0.0,0.0,2020,3,0,0,0
Vic Beasley Jr. ,LB,TEN,1,16,16,24,,,,,0.0,0.0,2020,3,0,0,0
Malcom Brown ,DT,NO,1,37,37,60,,,,,1.5,4.1,2020,3,0,0,0
Eric Kendricks ,LB,MIN,1,75,75,99,,,,,12.8,17.1,2020,3,7,0,0
Shaq Thompson ,LB,CAR,1,66,66,85,,,,,26.0,39.4,2020,3,12,0,0
Preston Smith ,LB,GB,1,58,58,95,,,,,3.0,5.2,2020,3,2,0,0
Eric Rowe ,CB,MIA,1,48,48,73,,,,,5.3,11.0,2020,3,4,0,0
Ronald Darby ,CB,WAS,1,63,63,100,,,,,4.5,7.1,2020,3,3,0,0
Grady Jarrett ,DT,ATL,1,44,44,54,,,,,14.3,32.5,2020,3,7,2,0
Henry Anderson ,DE,NYJ,1,23,23,39,,,,,3.0,13.0,2020,3,9,0,0
Denzel Perryman ,LB,LAC,1,18,18,35,,,,,6.0,33.3,2020,3,22,0,0
Trey Flowers ,DE,DET,1,40,40,62,,,,,3.0,7.5,2020,3,3,0,0
Mario Edwards Jr. ,DE,CHI,1,18,18,22,,,,,0.0,0.0,2020,3,0,0,0
Markus Golden ,LB,NYG,1,23,23,29,,,,,1.5,6.5,2020,3,0,0,0
Kwon Alexander ,LB,SF,1,45,45,83,,,,,1.5,3.3,2020,3,2,0,0
Za'Darius Smith ,LB,GB,1,56,56,92,,,,,10.3,18.4,2020,3,2,0,0
Jaquiski Tartt ,S,SF,1,45,45,83,,,,,5.3,11.8,2020,3,4,0,0
Bud Dupree ,LB,PIT,1,41,41,85,,,,,9.0,22.0,2020,3,2,4,0
Bobby McCain ,CB,MIA,1,64,64,97,,,,,3.8,5.9,2020,3,3,0,0
Darryl Roberts ,CB,DET,1,53,53,82,,,,,6.0,11.3,2020,3,8,0,0
Anthony Chickillo ,LB,DEN,1,33,33,49,,,,,3.0,9.1,2020,3,3,0,0
Christian Covington ,DT,CIN,1,35,35,38,,,,,1.5,4.3,2020,3,3,0,0
Angelo Blackson ,DT,ARI,1,24,24,36,,,,,1.5,6.3,2020,3,4,0,0
Rakeem Nunez-Roches ,DT,TB,1,29,29,46,,,,,0.8,2.8,2020,3,0,0,0
Steven Nelson ,CB,PIT,1,47,47,98,,,,,1.5,3.2,2020,3,2,0,0
Damien Wilson ,LB,KC,1,36,36,64,,,,,10.0,27.8,2020,3,6,0,0
Jordan Hicks ,LB,ARI,1,66,66,100,,,,,6.0,9.1,2020,3,5,0,0
Quandre Diggs ,S,SEA,1,82,82,98,,,,,8.3,10.1,2020,3,6,0,0
Edmond Robinson ,LB,ATL,1,17,17,20,,,,,0.0,0.0,2020,3,0,0,0
Dean Marlowe ,S,BUF,1,9,9,13,,,,,1.5,16.7,2020,3,11,0,0
Tyeler Davison ,DT,ATL,1,41,41,50,,,,,2.3,5.6,2020,3,2,0,0
Frank Clark ,DE,KC,1,45,45,80,,,,,8.0,17.8,2020,3,2,2,0
Tye Smith ,CB,TEN,1,3,3,4,,,,,0.0,0.0,2020,3,0,0,0
Bryce Callahan ,CB,DEN,1,66,66,97,,,,,4.5,6.8,2020,3,5,0,0
Deshazor Everett ,CB,WAS,1,1,1,2,,,,,0.0,0.0,2020,3,0,0,0
Alex Singleton ,LB,PHI,1,1,1,1,,,,,0.8,80.0,2020,3,0,0,0
Neville Hewitt ,LB,NYJ,1,59,59,100,,,,,6.0,10.2,2020,3,5,0,0
DeShawn Williams ,DT,DEN,1,27,27,40,,,,,3.8,14.1,2020,3,4,0,0
Troy Hill ,CB,LAR,1,61,61,97,,,,,9.0,14.8,2020,3,7,0,0
James Vaughters ,LB,CHI,1,21,21,30,,,,,2.3,11.0,2020,3,5,0,0
Curtis Riley ,CB,ARI,1,12,12,18,,,,,2.3,19.2,2020,3,8,0,0
Tyrell Adams ,LB,HOU,1,12,12,15,,,,,0.0,0.0,2020,3,0,0,0
Efe Obada ,DE,CAR,1,43,43,55,,,,,4.0,9.3,2020,3,0,0,0
Anthony Harris ,S,MIN,1,75,75,99,,,,,12.0,16.0,2020,3,8,0,0
Joey Bosa ,DE,LAC,1,50,50,96,,,,,12.0,24.0,2020,3,4,2,0
Vernon Hargreaves III ,CB,HOU,1,66,66,83,,,,,10.5,15.9,2020,3,9,0,0
Jalen Ramsey ,CB,LAR,1,62,62,98,,,,,3.0,4.8,2020,3,2,0,0
Emmanuel Ogbah ,DE,MIA,1,53,53,80,,,,,3.5,6.6,2020,3,0,1,0
DeForest Buckner ,DT,IND,1,47,47,73,,,,,7.5,16.0,2020,3,9,0,0
Myles Jack ,LB,JAC,1,61,61,100,,,,,13.5,22.1,2020,3,11,0,0
Shaq Lawson ,DE,MIA,1,42,42,64,,,,,3.0,7.1,2020,3,2,0,0
Mackensie Alexander ,CB,CIN,1,84,84,92,,,,,13.8,16.4,2020,3,8,0,0
Jaylon Smith ,LB,DAL,1,76,76,99,,,,,9.0,11.8,2020,3,5,0,0
Austin Johnson ,DT,NYG,1,21,21,27,,,,,0.0,0.0,2020,3,0,0,0
Shilique Calhoun ,LB,NE,1,27,27,46,,,,,13.8,51.1,2020,3,7,2,0
Reggie Ragland ,LB,DET,1,19,19,29,,,,,2.3,12.1,2020,3,5,0,0
Carl Nassib ,DE,LV,1,27,27,39,,,,,4.5,16.7,2020,3,4,0,0
William Jackson III ,CB,CIN,1,88,88,97,,,,,6.0,6.8,2020,3,5,0,0
Kendall Fuller ,CB,WAS,1,63,63,100,,,,,0.8,1.3,2020,3,0,0,0
Leonard Floyd ,LB,LAR,1,56,56,89,,,,,11.0,19.6,2020,3,5,2,0
Maliek Collins ,DT,LV,1,40,40,58,,,,,1.5,3.8,2020,3,3,0,0
Darian Thompson ,S,DAL,1,72,72,94,,,,,5.3,7.4,2020,3,4,0,0
Jarran Reed ,DT,SEA,1,54,54,64,,,,,11.0,20.4,2020,3,4,2,0
Vonn Bell ,S,CIN,1,91,91,100,,,,,8.3,9.1,2020,3,3,0,0
Jordan Jenkins ,LB,NYJ,1,35,35,59,,,,,0.0,0.0,2020,3,0,0,0
Keanu Neal ,S,ATL,1,68,68,83,,,,,10.8,15.9,2020,3,6,0,0
Antwaun Woods ,DT,DAL,1,32,32,41,,,,,10.3,32.2,2020,3,6,3,0
Jalen Mills ,S,PHI,1,71,71,99,,,,,14.5,20.4,2020,3,4,2,0
Will Redmond ,CB,GB,1,32,32,52,,,,,3.8,11.9,2020,3,6,0,0
Xavien Howard ,CB,MIA,1,66,66,100,,,,,8.0,12.1,2020,3,2,0,0
James Bradberry ,CB,NYG,1,79,79,100,,,,,8.3,10.5,2020,3,3,0,0
Karl Joseph ,S,CLE,1,62,62,100,,,,,14.0,22.6,2020,3,6,0,0
Yannick Ngakoue ,DE,MIN,1,59,59,78,,,,,13.5,22.9,2020,3,3,2,0
Sheldon Rankins ,DT,NO,1,37,37,60,,,,,1.5,4.1,2020,3,3,0,0
Vernon Butler ,DT,BUF,1,26,26,38,,,,,0.8,3.1,2020,3,0,0,0
Hassan Ridgeway ,DT,PHI,1,15,15,21,,,,,0.0,0.0,2020,3,0,0,0
Kyler Fackrell ,LB,NYG,1,39,39,49,,,,,4.5,11.5,2020,3,5,0,0
Deion Jones ,LB,ATL,1,76,76,93,,,,,6.0,7.9,2020,3,3,0,0
Kamalei Correa ,LB,TEN,1,10,10,15,,,,,0.0,0.0,2020,3,0,0,0
Blake Martinez ,LB,NYG,1,77,77,97,,,,,18.8,24.4,2020,3,5,1,0
Chris Jones ,DT,KC,1,39,39,70,,,,,22.0,56.4,2020,3,8,5,0
Erik Harris ,S,LV,1,59,59,86,,,,,6.0,10.2,2020,3,7,0,0
Javon Hargrave ,DT,PHI,1,32,32,44,,,,,0.0,0.0,2020,3,0,0,0
Jihad Ward ,DT,BAL,1,32,32,43,,,,,5.5,17.2,2020,3,6,0,0
Adam Gotsis ,DE,JAC,1,34,34,56,,,,,4.8,14.1,2020,3,3,0,0
Kevin Byard ,S,TEN,1,65,65,98,,,,,5.3,8.2,2020,3,2,0,0
Daryl Worley ,CB,DAL,1,73,73,95,,,,,5.3,7.3,2020,3,4,0,0
Justin Simmons ,S,DEN,1,68,68,100,,,,,11.3,16.6,2020,3,10,0,0
Joe Schobert ,LB,JAC,1,61,61,100,,,,,13.0,21.3,2020,3,10,0,0
Eric Murray ,CB,HOU,1,73,73,91,,,,,13.0,17.8,2020,3,7,0,0
B.J. Goodson ,LB,CLE,1,57,57,92,,,,,16.5,28.9,2020,3,7,0,0
De'Vondre Campbell ,LB,ARI,1,66,66,100,,,,,7.5,11.4,2020,3,6,0,0
Juston Burris ,CB,CAR,1,78,78,100,,,,,13.8,17.7,2020,3,9,0,0
Deon Bush ,S,CHI,1,13,13,19,,,,,0.0,0.0,2020,3,0,0,0
Dean Lowry ,DE,GB,1,32,32,52,,,,,0.0,0.0,2020,3,0,0,0
Jonathan Jones ,CB,NE,1,49,49,83,,,,,12.0,24.5,2020,3,10,0,0
Cre'Von LeBlanc ,CB,PHI,1,59,59,82,,,,,12.3,20.8,2020,3,10,0,0
Elandon Roberts ,LB,MIA,1,20,20,30,,,,,7.5,37.5,2020,3,15,0,0
Kamu Grugier-Hill ,LB,MIA,1,20,20,30,,,,,15.5,77.5,2020,3,25,5,0
Matthew Judon ,LB,BAL,1,56,56,75,,,,,3.0,5.4,2020,3,2,0,0
Mike Hilton ,CB,PIT,1,37,37,77,,,,,19.5,52.7,2020,3,19,0,0
D.J. Reader ,DT,CIN,1,68,68,75,,,,,3.8,5.6,2020,3,1,0,0
LeShaun Sims ,CB,CIN,1,19,19,21,,,,,9.5,50.0,2020,3,11,0,0
Trevor Williams ,CB,PHI,1,32,32,44,,,,,5.3,16.6,2020,3,6,0,0
Kavon Frazier ,S,MIA,1,6,6,9,,,,,2.3,38.3,2020,3,17,0,0
Joe Walker ,LB,SF,1,7,7,13,,,,,0.0,0.0,2020,3,0,0,0
Romeo Okwara ,DE,DET,1,33,33,51,,,,,9.5,28.8,2020,3,6,3,0
Matt Ioannidis ,DE,WAS,1,9,9,14,,,,,0.0,0.0,2020,3,0,0,0
Roy Robertson-Harris ,DT,CHI,1,37,37,54,,,,,2.3,6.2,2020,3,3,0,0
DeAndre Houston-Carson ,S,CHI,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Stephen Weatherly ,DE,CAR,1,55,55,71,,,,,0.8,1.5,2020,3,0,0,0
Quinton Jefferson ,DT,BUF,1,44,44,64,,,,,1.5,3.4,2020,3,2,0,0
Brennan Scarlett ,LB,HOU,1,38,38,48,,,,,3.8,10.0,2020,3,5,0,0
Brian Poole ,S,NYJ,1,46,46,78,,,,,7.5,16.3,2020,3,11,0,0
Sharrod Neasman ,S,ATL,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Matthias Farley ,S,NYJ,1,3,3,5,,,,,1.5,50.0,2020,3,33,0,0
Cory Littleton ,LB,LV,1,69,69,100,,,,,10.0,14.5,2020,3,6,0,0
Morgan Fox ,DE,LAR,1,23,23,37,,,,,9.5,41.3,2020,3,9,4,0
Myles Garrett ,DE,CLE,1,49,49,79,,,,,22.0,44.9,2020,3,8,4,0
Jonathan Allen ,DE,WAS,1,50,50,79,,,,,17.8,35.6,2020,3,12,2,0
Jamal Adams ,S,SEA,1,53,53,63,,,,,3.0,5.7,2020,3,0,0,0
Marshon Lattimore ,CB,NO,1,62,62,100,,,,,9.0,14.5,2020,3,10,0,0
Jabrill Peppers ,S,NYG,1,9,9,11,,,,,2.3,25.6,2020,3,11,0,0
Derek Barnett ,DE,PHI,1,38,38,53,,,,,19.0,50.0,2020,3,11,5,0
Zach Cunningham ,LB,HOU,1,65,65,81,,,,,14.3,22.0,2020,3,12,0,0
Marlon Humphrey ,CB,BAL,1,74,74,99,,,,,9.8,13.2,2020,3,4,0,0
Taco Charlton ,DE,KC,1,14,14,25,,,,,0.0,0.0,2020,3,0,0,0
Haason Reddick ,LB,ARI,1,35,35,53,,,,,12.5,35.7,2020,3,9,3,0
Charles Harris ,DE,ATL,1,32,32,39,,,,,8.8,27.5,2020,3,3,3,0
Chris Wormley ,DT,PIT,1,7,7,15,,,,,0.8,11.4,2020,3,0,0,0
Jarrad Davis ,LB,DET,1,15,15,23,,,,,0.0,0.0,2020,3,0,0,0
T.J. Watt ,LB,PIT,1,39,39,81,,,,,15.0,38.5,2020,3,10,3,0
Tyus Bowser ,LB,BAL,1,38,38,51,,,,,3.0,7.9,2020,3,5,0,0
Kevin King ,CB,GB,1,61,61,100,,,,,5.3,8.7,2020,3,5,0,0
Tre'Davious White ,CB,BUF,1,69,69,100,,,,,5.5,8.0,2020,3,1,0,0
Matt Milano ,LB,BUF,1,69,69,100,,,,,17.0,24.6,2020,3,9,1,0
Davon Godchaux ,DT,MIA,1,28,28,42,,,,,2.3,8.2,2020,3,4,0,0
Raekwon McMillan ,LB,LV,1,19,19,28,,,,,5.3,27.9,2020,3,16,0,0
Vincent Taylor ,DT,CLE,1,13,13,21,,,,,4.8,36.9,2020,3,8,0,0
Marcus Maye ,S,NYJ,1,59,59,100,,,,,9.0,15.3,2020,3,7,0,0
Derek Rivers ,DE,NE,1,16,16,27,,,,,0.0,0.0,2020,3,0,0,0
Deatrich Wise Jr. ,DE,NE,1,39,39,66,,,,,18.0,46.2,2020,3,8,1,0
Carl Lawson ,DE,CIN,1,47,47,52,,,,,23.5,50.0,2020,3,9,4,0
Hardy Nickerson Jr. ,LB,MIN,1,36,36,47,,,,,2.3,6.4,2020,3,3,0,0
Jordan Willis ,LB,NYJ,1,11,11,19,,,,,0.0,0.0,2020,3,0,0,0
Jordan Evans ,LB,CIN,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Larry Ogunjobi ,DT,CLE,1,40,40,65,,,,,7.0,17.5,2020,3,5,0,0
Chuck Clark ,S,BAL,1,75,75,100,,,,,16.0,21.3,2020,3,8,0,0
Cameron Sutton ,CB,PIT,1,14,14,29,,,,,0.0,0.0,2020,3,0,0,0
Anthony Walker Jr. ,LB,IND,1,28,28,44,,,,,8.3,29.6,2020,3,18,0,0
Grover Stewart ,DT,IND,1,32,32,50,,,,,7.0,21.9,2020,3,9,0,0
Tarell Basham ,DE,NYJ,1,32,32,54,,,,,3.8,11.9,2020,3,3,0,0
Dawuane Smoot ,DE,JAC,1,13,13,21,,,,,0.0,0.0,2020,3,0,0,0
Dylan Cole ,LB,HOU,1,3,3,4,,,,,1.5,50.0,2020,3,0,0,0
Carlos Watkins ,DT,HOU,1,34,34,43,,,,,9.5,27.9,2020,3,6,3,0
Jayon Brown ,LB,TEN,1,65,65,98,,,,,12.0,18.5,2020,3,9,0,0
Isaac Rochell ,DE,LAC,1,11,11,21,,,,,1.5,13.6,2020,3,9,0,0
Desmond King II ,CB,LAC,1,17,17,33,,,,,0.0,0.0,2020,3,0,0,0
Rayshawn Jenkins ,S,LAC,1,51,51,98,,,,,18.0,35.3,2020,3,6,2,0
Tanoh Kpassagnon ,DE,KC,1,46,46,82,,,,,0.8,1.7,2020,3,0,0,0
Jourdan Lewis ,CB,DAL,1,75,75,97,,,,,11.0,14.7,2020,3,4,0,0
Xavier Woods ,S,DAL,1,76,76,99,,,,,6.0,7.9,2020,3,4,0,0
Rasul Douglas ,CB,CAR,1,78,78,100,,,,,6.0,7.7,2020,3,3,0,0
Nathan Gerry ,LB,PHI,1,70,70,97,,,,,10.5,15.0,2020,3,6,0,0
Dalvin Tomlinson ,DT,NYG,1,51,51,65,,,,,11.0,21.6,2020,3,6,0,0
Ryan Anderson ,LB,WAS,1,26,26,41,,,,,3.0,11.5,2020,3,4,0,0
Eddie Jackson ,S,CHI,1,68,68,99,,,,,9.0,13.2,2020,3,7,0,0
Josh Jones ,S,JAC,1,61,61,100,,,,,11.3,18.5,2020,3,11,0,0
Montravius Adams ,DT,GB,1,11,11,18,,,,,0.8,7.3,2020,3,0,0,0
Ifeadi Odenigbo ,DE,MIN,1,53,53,70,,,,,4.5,8.5,2020,3,6,0,0
Jaleel Johnson ,DT,MIN,1,58,58,76,,,,,4.5,7.8,2020,3,3,0,0
Eric Wilson ,LB,MIN,1,75,75,99,,,,,14.8,19.7,2020,3,5,1,0
Damontae Kazee ,S,ATL,1,81,81,99,,,,,8.5,10.5,2020,3,4,0,0
Duke Riley ,LB,PHI,1,7,7,10,,,,,0.0,0.0,2020,3,0,0,0
Corn Elder ,CB,CAR,1,40,40,51,,,,,4.5,11.3,2020,3,5,0,0
Al-Quadin Muhammad ,DE,IND,1,39,39,61,,,,,0.0,0.0,2020,3,0,0,0
Marcus Williams ,S,NO,1,62,62,100,,,,,2.3,3.7,2020,3,2,0,0
Trey Hendrickson ,DE,NO,1,41,41,66,,,,,1.5,3.7,2020,3,2,0,0
Alex Anzalone ,LB,NO,1,54,54,87,,,,,4.5,8.3,2020,3,6,0,0
D.J. Jones ,DT,SF,1,26,26,44,,,,,0.0,0.0,2020,3,0,0,0
Budda Baker ,S,ARI,1,65,65,98,,,,,16.0,24.6,2020,3,12,0,0
Samson Ebukam ,LB,LAR,1,30,30,48,,,,,0.0,0.0,2020,3,0,0,0
John Johnson ,S,LAR,1,62,62,98,,,,,17.0,27.4,2020,3,10,0,0
Tedric Thompson ,S,KC,1,20,20,36,,,,,3.8,19.0,2020,3,10,0,0
Shaquill Griffin ,CB,SEA,1,82,82,98,,,,,23.0,28.0,2020,3,13,0,0
Adam Butler ,DT,NE,1,29,29,49,,,,,5.5,19.0,2020,3,3,0,0
Kenny Moore II ,CB,IND,1,53,53,83,,,,,9.5,17.9,2020,3,4,2,0
Daniel Ross ,DE,LV,1,21,21,30,,,,,4.5,21.4,2020,3,14,0,0
Michael Davis ,CB,LAC,1,43,43,83,,,,,8.3,19.3,2020,3,12,0,0
Nicholas Morrow ,LB,LV,1,69,69,100,,,,,0.0,0.0,2020,3,10,0,0
Jamal Perry ,CB,MIA,1,41,41,62,,,,,6.8,16.6,2020,3,7,0,0
Ryan Lewis ,CB,NYG,1,18,18,23,,,,,1.5,8.3,2020,3,6,0,0
Bradley Chubb ,LB,DEN,1,48,48,71,,,,,7.0,14.6,2020,3,6,0,0
Minkah Fitzpatrick ,S,PIT,1,50,50,98,,,,,7.5,15.0,2020,3,10,0,0
Arden Key ,DE,LV,1,27,27,39,,,,,1.5,5.6,2020,3,0,0,0
Daron Payne ,DT,WAS,1,55,55,87,,,,,8.5,15.5,2020,3,5,0,0
Roquan Smith ,LB,CHI,1,68,68,99,,,,,11.5,16.9,2020,3,4,0,0
Sam Hubbard ,DE,CIN,1,69,69,76,,,,,15.0,21.7,2020,3,6,1,0
Denzel Ward ,CB,CLE,1,29,29,47,,,,,3.8,13.1,2020,3,3,0,0
Dorance Armstrong Jr. ,DE,DAL,1,20,20,26,,,,,0.8,4.0,2020,3,0,0,0
Carlton Davis ,CB,TB,1,63,63,100,,,,,7.0,11.1,2020,3,5,0,0
Ronnie Harrison ,S,CLE,1,6,6,10,,,,,1.5,25.0,2020,3,17,0,0
Justin Reid ,S,HOU,1,80,80,100,,,,,7.5,9.4,2020,3,5,0,0
Vita Vea ,DT,TB,1,37,37,59,,,,,9.5,25.7,2020,3,3,3,0
Rashaan Evans ,LB,TEN,1,51,51,77,,,,,12.3,24.1,2020,3,8,0,0
Taven Bryan ,DT,JAC,1,30,30,49,,,,,0.0,0.0,2020,3,0,0,0
Harold Landry III ,LB,TEN,1,61,61,92,,,,,7.5,12.3,2020,3,5,0,0
Isaiah Oliver ,CB,ATL,1,82,82,100,,,,,15.3,18.7,2020,3,7,0,0
Jaire Alexander ,CB,GB,1,61,61,100,,,,,8.5,13.9,2020,3,5,0,0
Lorenzo Carter ,LB,NYG,1,51,51,65,,,,,7.0,13.7,2020,3,4,0,0
Josey Jewell ,LB,DEN,1,62,62,91,,,,,7.5,12.1,2020,3,6,0,0
Tremaine Edmunds ,LB,BUF,1,68,68,99,,,,,6.8,10.0,2020,3,6,0,0
Harrison Phillips ,DT,BUF,1,29,29,42,,,,,0.0,0.0,2020,3,0,0,0
DeShon Elliott ,S,BAL,1,75,75,100,,,,,8.3,11.1,2020,3,5,0,0
Tyquan Lewis ,DE,IND,1,20,20,31,,,,,0.0,0.0,2020,3,0,0,0
Micah Kiser ,LB,LAR,1,62,62,98,,,,,3.0,4.8,2020,3,0,0,0
Da'Shawn Hand ,DT,DET,1,28,28,43,,,,,3.8,13.6,2020,3,7,0,0
Tim Settle ,DT,WAS,1,26,26,41,,,,,3.8,14.6,2020,3,8,0,0
Jerome Baker ,LB,MIA,1,59,59,89,,,,,12.3,20.8,2020,3,5,0,0
Derrick Nnadi ,DT,KC,1,27,27,48,,,,,0.8,3.0,2020,3,0,0,0
Kyzir White ,LB,LAC,1,50,50,96,,,,,16.8,33.6,2020,3,16,0,0
Hercules Mata'afa ,LB,MIN,1,2,2,3,,,,,0.0,0.0,2020,3,0,0,0
Josh Sweat ,DE,PHI,1,38,38,53,,,,,8.8,23.2,2020,3,3,3,0
Holton Hill ,CB,MIN,1,75,75,99,,,,,9.8,13.1,2020,3,5,0,0
Terrell Edmunds ,S,PIT,1,47,47,98,,,,,6.0,12.8,2020,3,9,0,0
Darius Phillips ,CB,CIN,1,89,89,98,,,,,6.8,7.6,2020,3,3,0,0
Marquis Haynes ,LB,CAR,1,36,36,46,,,,,8.0,22.2,2020,3,3,3,0
Poona Ford ,DT,SEA,1,42,42,50,,,,,5.5,13.1,2020,3,5,0,0
Anthony Averett ,CB,BAL,1,28,28,37,,,,,1.5,5.4,2020,3,0,0,0
Darius Leonard ,LB,IND,1,57,57,89,,,,,16.0,28.1,2020,3,11,0,0
Duke Dawson ,CB,DEN,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
B.J. Hill ,DT,NYG,1,29,29,37,,,,,2.3,7.9,2020,3,3,0,0
Jordan Whitehead ,S,TB,1,63,63,100,,,,,13.3,21.1,2020,3,6,2,0
Kentavius Street ,DE,SF,1,17,17,31,,,,,0.8,4.7,2020,3,0,0,0
Folorunso Fatukasi ,DT,NYJ,1,23,23,39,,,,,0.8,3.5,2020,3,0,0,0
Jason Cabinda ,LB,DET,1,10,10,1000,,,,,0.0,0.0,2020,3,0,0,0
Taron Johnson ,CB,BUF,1,60,60,87,,,,,19.3,32.2,2020,3,15,0,0
J.C. Jackson ,CB,NE,1,51,51,86,,,,,13.0,25.5,2020,3,10,0,0
P.J. Hall ,DT,HOU,1,45,45,56,,,,,3.8,8.4,2020,3,4,0,0
Shaun Dion Hamilton ,LB,WAS,1,15,15,24,,,,,4.5,30.0,2020,3,20,0,0
Uchenna Nwosu ,LB,LAC,1,47,47,90,,,,,2.3,4.9,2020,3,2,0,0
Kenny Young ,LB,LAR,1,39,39,62,,,,,2.3,5.9,2020,3,3,0,0
Shaquem Griffin ,LB,SEA,1,17,17,20,,,,,1.5,8.8,2020,3,0,0,0
M.J. Stewart ,CB,CLE,1,20,20,32,,,,,4.5,22.5,2020,3,15,0,0
Leon Jacobs ,LB,JAC,1,6,6,10,,,,,1.5,25.0,2020,3,17,0,0
Donte Jackson ,CB,CAR,1,38,38,49,,,,,9.5,25.0,2020,3,3,0,0
Christian Wilkins ,DT,MIA,1,41,41,62,,,,,2.3,5.6,2020,3,2,0,0
Nathan Shepherd ,DT,NYJ,1,16,16,27,,,,,0.0,0.0,2020,3,0,0,0
Fred Warner ,LB,SF,1,45,45,83,,,,,16.5,36.7,2020,3,7,0,0
Ja'Whaun Bentley ,LB,NE,1,47,47,80,,,,,7.5,16.0,2020,3,9,0,0
Jessie Bates III ,S,CIN,1,91,91,100,,,,,8.3,9.1,2020,3,2,0,0
Genard Avery ,LB,PHI,1,11,11,15,,,,,1.5,13.6,2020,3,9,0,0
Zach Sieler ,DE,MIA,1,31,31,47,,,,,5.0,16.1,2020,3,3,2,0
Olasunkanmi Adeniyi ,DE,PIT,1,6,6,13,,,,,0.0,0.0,2020,3,0,0,0
Zaire Franklin ,LB,IND,1,5,5,8,,,,,1.5,30.0,2020,3,20,0,0
Isaac Yiadom ,CB,NYG,1,59,59,75,,,,,10.5,17.8,2020,3,7,0,0
Tremon Smith ,CB,IND,1,7,7,11,,,,,0.0,0.0,2020,3,0,0,0
Maurice Hurst Jr. ,DT,LV,1,30,30,43,,,,,10.8,36.0,2020,3,17,0,0
Avonte Maddox ,CB,PHI,1,39,39,54,,,,,12.0,30.8,2020,3,18,0,0
Troy Apke ,S,WAS,1,63,63,100,,,,,7.5,11.9,2020,3,6,0,0
Bilal Nichols ,DT,CHI,1,43,43,62,,,,,2.3,5.3,2020,3,0,0,0
Joel Iyiegbuniwe ,LB,CHI,1,3,3,4,,,,,0.0,0.0,2020,3,0,0,0
Tracy Walker ,S,DET,1,65,65,100,,,,,15.0,23.1,2020,3,14,0,0
Oren Burks ,LB,GB,1,13,13,21,,,,,3.0,23.1,2020,3,15,0,0
Devante Downs ,LB,NYG,1,55,55,70,,,,,3.8,6.9,2020,3,2,0,0
Jalyn Holmes ,DT,MIN,1,34,34,45,,,,,2.3,6.8,2020,3,3,0,0
Marcell Harris ,S,SF,1,7,7,13,,,,,12.5,178.6,2020,3,29,0,0
Tarvarius Moore ,S,SF,1,7,7,13,,,,,4.8,68.6,2020,3,0,0,0
Sebastian Joseph-Day ,DT,LAR,1,21,21,33,,,,,3.8,18.1,2020,3,10,0,0
Ogbonnia Okoronkwo ,LB,LAR,1,15,15,24,,,,,1.5,10.0,2020,3,7,0,0
John Franklin-Myers ,DE,NYJ,1,21,21,36,,,,,3.8,18.1,2020,3,5,0,0
Tre Flowers ,CB,SEA,1,80,80,95,,,,,8.3,10.4,2020,3,5,0,0
