Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Frankie Luvu ,LB,NYJ,1,10,10,16,,,,,0.0,0.0,2019,2,0,0,0
Sharif Finch ,LB,TEN,1,42,42,60,,,,,2.3,5.5,2019,2,2,0,0
Emmanuel Moseley ,CB,SF,1,16,16,23,,,,,0.0,0.0,2019,2,0,0,0
Craig James ,CB,PHI,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Mike Ford ,CB,DET,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Sam Eguavoen ,LB,MIA,1,63,63,89,,,,,3.0,4.8,2019,2,0,0,0
Nick Bosa ,DE,SF,1,30,30,43,,,,,0.0,0.0,2019,2,0,0,0
Josh Allen ,DE,JAC,1,59,59,91,,,,,7.0,11.9,2019,2,3,0,0
Ed Oliver ,DT,BUF,1,40,40,59,,,,,3.0,7.5,2019,2,0,0,0
Greedy Williams ,CB,CLE,1,63,63,98,,,,,3.8,6.0,2019,2,3,0,0
Devin White ,LB,TB,1,6,6,8,,,,,1.5,25.0,2019,2,0,0,0
Clelin Ferrell ,DE,OAK,1,57,57,76,,,,,6.3,11.1,2019,2,4,0,0
Deandre Baker ,CB,NYG,1,67,67,96,,,,,4.5,6.7,2019,2,4,0,0
Rashan Gary ,DT,GB,1,14,14,22,,,,,0.0,0.0,2019,2,0,0,0
Dexter Lawrence II ,DT,NYG,1,34,34,49,,,,,4.5,13.2,2019,2,6,0,0
Dre'Mont Jones ,DT,DEN,1,9,9,15,,,,,0.0,0.0,2019,2,0,0,0
Montez Sweat ,DE,WAS,1,50,50,72,,,,,7.8,15.6,2019,2,6,0,0
Deionte Thompson ,S,ARI,1,15,15,19,,,,,0.0,0.0,2019,2,0,0,0
Jerry Tillery ,DT,LAC,1,26,26,43,,,,,1.5,5.8,2019,2,4,0,0
Byron Murphy ,CB,ARI,1,73,73,94,,,,,12.0,16.4,2019,2,7,0,0
Zach Allen ,DE,ARI,1,44,44,56,,,,,4.8,10.9,2019,2,2,0,0
Brian Burns ,DE,CAR,1,39,39,65,,,,,7.8,20.0,2019,2,5,3,0
Oshane Ximines ,LB,NYG,1,24,24,34,,,,,3.5,14.6,2019,2,0,2,0
Devin Bush Jr. ,LB,PIT,1,62,62,78,,,,,11.5,18.5,2019,2,5,0,0
Taylor Rapp ,S,LAR,1,40,40,63,,,,,7.5,18.8,2019,2,5,0,0
Trayvon Mullen ,CB,OAK,1,27,27,36,,,,,1.5,5.6,2019,2,4,0,0
Mack Wilson ,LB,CLE,1,11,11,17,,,,,4.5,40.9,2019,2,18,0,0
Juan Thornhill ,S,KC,1,62,62,100,,,,,4.5,7.3,2019,2,5,0,0
Chase Winovich ,DE,NE,1,26,26,42,,,,,10.8,41.5,2019,2,4,6,0
Joe Jackson ,DE,DAL,1,9,9,15,,,,,0.8,8.9,2019,2,0,0,0
Charles Omenihu ,DE,HOU,1,28,28,44,,,,,10.3,36.8,2019,2,4,4,0
Nasir Adderley ,S,LAC,1,1,1,2,,,,,0.0,0.0,2019,2,0,0,0
Dre Greenlaw ,LB,SF,1,20,20,29,,,,,3.0,15.0,2019,2,5,0,0
Dontavius Russell ,DT,JAC,1,2,2,3,,,,,0.0,0.0,2019,2,0,0,0
John Cominsky ,DE,ATL,1,7,7,9,,,,,1.5,21.4,2019,2,14,0,0
Azeez Al-Shaair ,LB,SF,1,15,15,22,,,,,0.8,5.3,2019,2,0,0,0
Natrez Patrick ,LB,LAR,1,2,2,3,,,,,0.0,0.0,2019,2,0,0,0
Jahlani Tavai ,LB,DET,1,45,45,69,,,,,17.0,37.8,2019,2,13,0,0
Mike Edwards ,S,TB,1,69,69,92,,,,,3.8,5.5,2019,2,3,0,0
Lonnie Johnson Jr. ,CB,HOU,1,49,49,77,,,,,6.0,12.2,2019,2,6,0,0
Darnell Savage Jr. ,S,GB,1,65,65,100,,,,,14.5,22.3,2019,2,9,0,0
Sheldrick Redwine ,S,CLE,1,8,8,13,,,,,0.0,0.0,2019,2,0,0,0
Khari Willis ,S,IND,1,29,29,49,,,,,9.8,33.8,2019,2,21,0,0
Blake Cashman ,LB,NYJ,1,64,64,100,,,,,12.0,18.8,2019,2,3,1,0
Ken Webster ,CB,MIA,1,5,5,7,,,,,1.5,30.0,2019,2,20,0,0
Ugo Amadi ,S,SEA,1,1,1,2,,,,,0.0,0.0,2019,2,0,0,0
Keisean Nixon ,CB,OAK,1,7,7,9,,,,,3.0,42.9,2019,2,29,0,0
Ben Banogu ,DE,IND,1,7,7,12,,,,,0.0,0.0,2019,2,0,0,0
L.J. Collier ,LB,SEA,1,16,16,29,,,,,0.0,0.0,2019,2,0,0,0
Rock Ya-Sin ,CB,IND,1,48,48,81,,,,,3.0,6.3,2019,2,2,0,0
Greg Gaines ,DT,LAR,1,3,3,5,,,,,0.0,0.0,2019,2,0,0,0
Ryan Connelly ,LB,NYG,1,59,59,84,,,,,6.8,11.5,2019,2,5,0,0
Miles Brown ,DT,ARI,1,6,6,8,,,,,1.5,25.0,2019,2,17,0,0
Amani Hooker ,S,TEN,1,17,17,24,,,,,0.0,0.0,2019,2,0,0,0
Christian Miller ,LB,CAR,1,6,6,10,,,,,0.0,0.0,2019,2,0,0,0
Anthony Nelson ,DE,TB,1,25,25,33,,,,,6.3,25.2,2019,2,0,0,0
C.J. Gardner-Johnson ,CB,NO,1,10,10,15,,,,,1.5,15.0,2019,2,10,0,0
Kendall Sheffield ,CB,ATL,1,9,9,11,,,,,1.5,16.7,2019,2,11,0,0
Malik Reed ,LB,DEN,1,3,3,5,,,,,0.0,0.0,2019,2,0,0,0
Bobby Okereke ,LB,IND,1,11,11,19,,,,,1.5,13.6,2019,2,0,0,0
Quincy Williams ,LB,JAC,1,64,64,98,,,,,10.5,16.4,2019,2,9,0,0
Will Harris ,S,DET,1,15,15,23,,,,,0.0,0.0,2019,2,0,0,0
Darryl Johnson ,DE,BUF,1,26,26,38,,,,,1.5,5.8,2019,2,0,0,0
Byron Cowart ,DT,NE,1,16,16,26,,,,,0.8,5.0,2019,2,0,0,0
Maxx Crosby ,DE,OAK,1,29,29,39,,,,,2.3,7.9,2019,2,3,0,0
Jimmy Moreland ,CB,WAS,1,59,59,86,,,,,10.5,17.8,2019,2,10,0,0
Cole Holcomb ,LB,WAS,1,62,62,90,,,,,8.5,13.7,2019,2,3,0,0
Duke Shelley ,DB,CHI,1,3,3,4,,,,,0.0,0.0,2019,2,0,0,0
Kyle Phillips ,DT,NYJ,1,28,28,44,,,,,2.3,8.2,2019,2,4,0,0
Nate Meadors ,CB,MIN,1,3,3,4,,,,,0.0,0.0,2019,2,0,0,0
Shy Tuttle ,DT,NO,1,27,27,40,,,,,0.8,3.0,2019,2,0,0,0
Bryan Mone ,DT,SEA,1,23,23,41,,,,,0.0,0.0,2019,2,0,0,0
Tuzar Skipper ,DE,NYG,1,3,3,4,,,,,0.0,0.0,2019,2,0,0,0
Kevin Strong ,DT,DET,1,10,10,15,,,,,0.8,8.0,2019,2,0,0,0
Isaiah Mack ,DT,TEN,1,28,28,40,,,,,8.0,28.6,2019,2,4,4,0
Adrian Clayborn ,DE,ATL,1,28,28,42,,,,,1.5,5.4,2019,3,4,0,0
Prince Amukamara ,CB,CHI,1,77,77,100,,,,,6.0,7.8,2019,3,4,0,0
Marcell Dareus ,DT,JAC,1,38,38,48,,,,,5.0,13.2,2019,3,3,1,0
Cameron Heyward ,DE,PIT,1,56,56,71,,,,,9.3,16.6,2019,3,7,0,0
Von Miller ,LB,DEN,1,50,50,93,,,,,3.8,7.6,2019,3,4,0,0
Robert Quinn ,LB,DAL,1,44,44,63,,,,,11.0,25.0,2019,3,7,2,0
J.J. Watt ,DE,HOU,1,70,70,95,,,,,19.0,27.1,2019,3,4,3,0
Allen Bailey ,DE,ATL,1,43,43,64,,,,,2.3,5.3,2019,3,2,0,0
Justin Houston ,DE,IND,1,45,45,75,,,,,3.0,6.7,2019,3,4,0,0
Ryan Kerrigan ,DE,WAS,1,54,54,83,,,,,0.0,0.0,2019,3,0,0,0
Cameron Jordan ,DE,NO,1,81,81,96,,,,,2.3,2.8,2019,3,0,0,0
Brooks Reed ,DE,ARI,1,6,6,10,,,,,0.0,0.0,2019,3,0,0,0
Jurrell Casey ,DE,TEN,1,50,50,93,,,,,6.8,13.6,2019,3,6,0,0
K.J. Wright ,LB,SEA,1,55,55,98,,,,,13.5,24.5,2019,3,7,0,0
Buster Skrine ,CB,CHI,1,62,62,81,,,,,9.0,14.5,2019,3,8,0,0
Richard Sherman ,CB,SF,1,53,53,100,,,,,5.3,10.0,2019,3,2,0,0
Pernell McPhee ,LB,BAL,1,56,56,79,,,,,1.5,2.7,2019,3,2,0,0
Lawrence Guy ,DT,NE,1,18,18,36,,,,,4.5,25.0,2019,3,11,0,0
Terrell Suggs ,LB,ARI,1,39,39,65,,,,,0.8,2.1,2019,3,0,0,0
Thomas Davis Sr. ,LB,LAC,1,59,59,100,,,,,11.8,20.0,2019,3,8,1,0
Johnathan Joseph ,CB,HOU,1,70,70,95,,,,,15.8,22.6,2019,3,11,0,0
Antoine Bethea ,S,NYG,1,75,75,99,,,,,12.0,16.0,2019,3,9,0,0
Eric Weddle ,S,LAR,1,68,68,100,,,,,6.8,10.0,2019,3,4,0,0
Brandon Mebane ,DT,LAC,1,30,30,51,,,,,8.8,29.3,2019,3,3,3,0
Lorenzo Alexander ,LB,BUF,1,23,23,37,,,,,6.0,26.1,2019,3,9,0,0
Tramon Williams Sr. ,CB,GB,1,45,45,62,,,,,0.0,0.0,2019,3,0,0,0
Calais Campbell ,DE,JAC,1,54,54,68,,,,,31.0,57.4,2019,3,11,6,0
Aqib Talib ,CB,LAR,1,66,66,97,,,,,6.8,10.3,2019,3,6,0,0
Brandon Carr ,CB,BAL,1,62,62,87,,,,,6.8,11.0,2019,3,5,0,0
Cameron Wake ,LB,TEN,1,14,14,26,,,,,0.0,0.0,2019,3,0,0,0
Malcolm Jenkins ,S,PHI,1,61,61,100,,,,,6.8,11.1,2019,3,5,0,0
Clay Matthews ,LB,LAR,1,45,45,66,,,,,23.0,51.1,2019,3,7,4,0
Patrick Chung ,S,NE,1,47,47,94,,,,,6.0,12.8,2019,3,6,0,0
Jason McCourty ,CB,NE,1,33,33,66,,,,,5.3,16.1,2019,3,9,0,0
Michael Bennett ,DE,NE,1,19,19,38,,,,,9.5,50.0,2019,3,11,5,0
Ndamukong Suh ,DE,TB,1,49,49,79,,,,,0.8,1.6,2019,3,0,0,0
Gerald McCoy ,DT,CAR,1,48,48,64,,,,,3.0,6.3,2019,3,4,0,0
Joe Haden ,CB,PIT,1,78,78,99,,,,,14.5,18.6,2019,3,8,0,0
Carlos Dunlap ,DE,CIN,1,63,63,82,,,,,3.0,4.8,2019,3,3,0,0
Brandon Graham ,DE,PHI,1,52,52,85,,,,,4.5,8.7,2019,3,6,0,0
Everson Griffen ,DE,MIN,1,41,41,69,,,,,14.0,34.1,2019,3,10,2,0
Earl Thomas ,S,BAL,1,68,68,96,,,,,5.3,7.8,2019,3,3,0,0
Patrick Robinson ,CB,NO,1,1,1,1,,,,,0.0,0.0,2019,3,0,0,0
Devin McCourty ,S,NE,1,41,41,82,,,,,6.5,15.9,2019,3,0,0,0
Jerry Hughes ,DE,BUF,1,36,36,58,,,,,2.3,6.4,2019,3,0,0,0
Kareem Jackson ,S,DEN,1,53,53,98,,,,,7.8,14.7,2019,3,6,0,0
Sean Lee ,LB,DAL,1,14,14,20,,,,,0.0,0.0,2019,3,0,0,0
Geno Atkins ,DT,CIN,1,58,58,75,,,,,14.0,24.1,2019,3,7,2,0
Tyson Alualu ,DT,PIT,1,35,35,44,,,,,2.3,6.6,2019,3,3,0,0
Linval Joseph ,DT,MIN,1,36,36,61,,,,,3.0,8.3,2019,3,6,0,0
Corey Peters ,DT,ARI,1,53,53,88,,,,,2.3,4.3,2019,3,2,0,0
Al Woods ,DT,SEA,1,33,33,59,,,,,3.0,9.1,2019,3,0,0,0
Kyle Love ,DT,CAR,1,30,30,40,,,,,0.0,0.0,2019,3,0,0,0
Andrew Sendejo ,S,PHI,1,22,22,36,,,,,4.5,20.5,2019,3,14,0,0
Nick Bellore ,LB,SEA,1,1,1,100,,,,,0.0,0.0,2019,3,0,0,0
Mario Addison ,DE,CAR,1,46,46,61,,,,,24.0,52.2,2019,3,7,7,0
Chris Harris Jr. ,CB,DEN,1,52,52,96,,,,,3.8,7.3,2019,3,4,0,0
Clinton McDonald ,DT,ARI,1,11,11,18,,,,,1.5,13.6,2019,3,0,0,0
Tramaine Brock Sr. ,CB,ARI,1,50,50,83,,,,,6.0,12.0,2019,3,8,0,0
Melvin Ingram III ,DE,LAC,1,55,55,93,,,,,8.5,15.5,2019,3,7,0,0
Chandler Jones ,LB,ARI,1,54,54,90,,,,,26.0,48.1,2019,3,7,4,0
Whitney Mercilus ,LB,HOU,1,71,71,96,,,,,20.5,28.9,2019,3,7,1,0
Vinny Curry ,DE,PHI,1,26,26,43,,,,,0.0,0.0,2019,3,0,0,0
Dontari Poe ,DT,CAR,1,36,36,48,,,,,6.3,17.5,2019,3,6,0,0
Fletcher Cox ,DT,PHI,1,45,45,74,,,,,0.0,0.0,2019,3,0,0,0
Michael Brockers ,DT,LAR,1,52,52,76,,,,,6.8,13.1,2019,3,6,0,0
Lavonte David ,LB,TB,1,62,62,100,,,,,11.3,18.2,2019,3,6,0,0
Zach Brown ,LB,PHI,1,50,50,82,,,,,13.8,27.6,2019,3,10,0,0
Vontaze Burfict ,LB,OAK,1,50,50,81,,,,,8.3,16.6,2019,3,8,0,0
Luke Kuechly ,LB,CAR,1,75,75,100,,,,,13.5,18.0,2019,3,11,0,0
Dont'a Hightower ,LB,NE,1,35,35,70,,,,,5.8,16.6,2019,3,6,1,0
Bobby Wagner ,LB,SEA,1,56,56,100,,,,,21.3,38.0,2019,3,11,0,0
Dre Kirkpatrick ,CB,CIN,1,73,73,95,,,,,9.8,13.4,2019,3,7,0,0
Janoris Jenkins ,CB,NYG,1,75,75,99,,,,,9.0,12.0,2019,3,7,0,0
Mark Barron ,LB,PIT,1,79,79,100,,,,,1.5,1.9,2019,3,1,0,0
Harrison Smith ,S,MIN,1,51,51,86,,,,,13.3,26.1,2019,3,8,0,0
Stephon Gilmore ,CB,NE,1,47,47,94,,,,,4.5,9.6,2019,3,6,0,0
Casey Hayward ,CB,LAC,1,59,59,100,,,,,6.0,10.2,2019,3,5,0,0
Derek Wolfe ,DE,DEN,1,9,9,17,,,,,1.5,16.7,2019,3,11,0,0
Mychal Kendricks ,LB,SEA,1,41,41,73,,,,,2.3,5.6,2019,3,0,0,0
Tavon Wilson ,S,DET,1,9,9,12,,,,,1.5,16.7,2019,3,0,0,0
Trumaine Johnson ,CB,NYJ,1,8,8,11,,,,,4.5,56.3,2019,3,38,0,0
Olivier Vernon ,DE,CLE,1,60,60,94,,,,,4.5,7.5,2019,3,3,0,0
Demario Davis ,LB,NO,1,82,82,98,,,,,14.5,17.7,2019,3,9,0,0
Akiem Hicks ,DE,CHI,1,35,35,45,,,,,4.0,11.4,2019,3,0,0,0
Nigel Bradham ,LB,PHI,1,60,60,98,,,,,6.8,11.3,2019,3,5,0,0
Kyle Wilber ,LB,OAK,1,19,19,31,,,,,0.8,4.2,2019,3,0,0,0
Mike Daniels ,DT,DET,1,7,7,9,,,,,1.5,21.4,2019,3,14,0,0
Tahir Whitehead ,LB,OAK,1,58,58,94,,,,,4.5,7.8,2019,3,5,0,0
Najee Goode ,LB,JAC,1,42,42,53,,,,,5.3,12.6,2019,3,5,0,0
Josh Norman ,CB,WAS,1,63,63,97,,,,,15.8,25.1,2019,3,5,2,0
Jack Crawford ,DE,ATL,1,43,43,64,,,,,1.5,3.5,2019,3,2,0,0
Danny Trevathan ,LB,CHI,1,66,66,86,,,,,23.3,35.3,2019,3,11,2,0
Steve McLendon ,DT,NYJ,1,24,24,32,,,,,8.0,33.3,2019,3,8,0,0
Anthony Levine Sr. ,CB,BAL,1,16,16,23,,,,,0.0,0.0,2019,3,0,0,0
Tashaun Gipson Sr. ,S,HOU,1,74,74,100,,,,,10.0,13.5,2019,3,3,0,0
Johnson Bademosi ,CB,MIA,1,17,17,24,,,,,3.8,22.4,2019,3,12,0,0
Rodney McLeod ,S,PHI,1,61,61,100,,,,,3.8,6.2,2019,3,3,0,0
Alex Okafor ,DE,KC,1,55,55,67,,,,,4.5,8.2,2019,3,4,0,0
William Gholston ,DE,TB,1,22,22,35,,,,,2.3,10.5,2019,3,5,0,0
Ezekiel Ansah ,DE,SEA,1,18,18,32,,,,,0.0,0.0,2019,3,0,0,0
John Simon ,LB,NE,1,29,29,58,,,,,7.8,26.9,2019,3,7,0,0
Margus Hunt ,DE,IND,1,36,36,60,,,,,0.0,0.0,2019,3,0,0,0
Abry Jones ,DT,JAC,1,34,34,43,,,,,3.0,8.8,2019,3,3,0,0
Star Lotulelei ,DT,BUF,1,21,21,34,,,,,1.5,7.1,2019,3,5,0,0
Johnathan Hankins ,DT,OAK,1,46,46,74,,,,,8.3,18.0,2019,3,7,0,0
Akeem Spence ,DT,PHI,1,34,34,56,,,,,4.5,13.2,2019,3,9,0,0
Sheldon Richardson ,DE,CLE,1,46,46,72,,,,,4.5,9.8,2019,3,4,0,0
John Jenkins ,DT,MIA,1,17,17,24,,,,,1.5,8.8,2019,3,6,0,0
Alec Ogletree ,LB,NYG,1,29,29,38,,,,,3.8,13.1,2019,3,3,0,0
Jon Bostic ,LB,WAS,1,63,63,97,,,,,10.5,16.7,2019,3,8,0,0
Kiko Alonso ,LB,NO,1,10,10,12,,,,,2.3,23.0,2019,3,10,0,0
Kevin Minter ,LB,TB,1,56,56,90,,,,,3.8,6.8,2019,3,2,0,0
Desmond Trufant ,CB,ATL,1,65,65,97,,,,,1.5,2.3,2019,3,2,0,0
Tyrann Mathieu ,S,KC,1,82,82,100,,,,,9.0,11.0,2019,3,2,0,0
Xavier Rhodes ,CB,MIN,1,47,47,80,,,,,2.3,4.9,2019,3,2,0,0
Logan Ryan ,CB,TEN,1,54,54,100,,,,,3.8,7.0,2019,3,0,0,0
Jordan Poyer ,S,BUF,1,60,60,97,,,,,18.3,30.5,2019,3,15,0,0
Jamar Taylor ,CB,SEA,1,15,15,27,,,,,2.3,15.3,2019,3,7,0,0
Eric Reid ,S,CAR,1,75,75,100,,,,,15.5,20.7,2019,3,8,1,0
Kenny Vaccaro ,S,TEN,1,54,54,100,,,,,3.0,5.6,2019,3,2,0,0
Tony Jefferson ,S,BAL,1,68,68,96,,,,,9.8,14.4,2019,3,9,0,0
Shawn Williams ,S,CIN,1,70,70,91,,,,,11.3,16.1,2019,3,9,0,0
D.J. Hayden ,CB,JAC,1,53,53,67,,,,,6.0,11.3,2019,3,8,0,0
Johnathan Cyprien ,S,PHI,1,1,1,2,,,,,0.0,0.0,2019,3,0,0,0
Darius Slay ,CB,DET,1,42,42,57,,,,,5.5,13.1,2019,3,2,0,0
Jamie Collins Sr. ,LB,NE,1,38,38,76,,,,,26.0,68.4,2019,3,13,5,0
D.J. Swearinger Sr. ,S,ARI,1,60,60,100,,,,,6.0,10.0,2019,3,5,0,0
Blidi Wreh-Wilson ,CB,ATL,1,3,3,4,,,,,0.0,0.0,2019,3,0,0,0
Duron Harmon ,S,NE,1,22,22,44,,,,,7.0,31.8,2019,3,9,0,0
Brandon Williams ,DT,BAL,1,45,45,63,,,,,4.0,8.9,2019,3,2,0,0
A.J. Klein ,LB,NO,1,83,83,99,,,,,10.0,12.0,2019,3,6,0,0
Micah Hyde ,S,BUF,1,60,60,97,,,,,13.3,22.2,2019,3,7,0,0
Nick Williams ,DE,CHI,1,36,36,47,,,,,9.5,26.4,2019,3,3,3,0
Kemal Ishmael ,S,ATL,1,37,37,55,,,,,11.5,31.1,2019,3,16,0,0
Lerentee McCray ,LB,JAC,1,10,10,13,,,,,0.0,0.0,2019,3,0,0,0
LaRoy Reynolds ,LB,CIN,1,8,8,10,,,,,1.5,18.8,2019,3,13,0,0
Benson Mayowa ,DE,OAK,1,16,16,26,,,,,1.5,9.4,2019,3,6,0,0
Damion Square ,DT,LAC,1,20,20,34,,,,,2.3,11.5,2019,3,5,0,0
Damon Harrison Sr. ,DT,DET,1,37,37,50,,,,,13.3,35.9,2019,3,3,3,0
Jahleel Addae ,S,HOU,1,32,32,43,,,,,3.0,9.4,2019,3,6,0,0
Nickell Robey-Coleman ,CB,LAR,1,56,56,82,,,,,3.0,5.4,2019,3,2,0,0
Daren Bates ,LB,TEN,1,1,1,100,,,,,0.0,0.0,2019,3,0,0,0
A.J. Bouye ,CB,JAC,1,78,78,99,,,,,6.0,7.7,2019,3,1,0,0
Bradley McDougald ,S,SEA,1,52,52,93,,,,,6.8,13.1,2019,3,8,0,0
Rashaan Melvin ,CB,DET,1,73,73,99,,,,,6.8,9.3,2019,3,5,0,0
Cody Davis ,S,JAC,1,1,1,1,,,,,0.0,0.0,2019,3,0,0,0
Jeff Heath ,S,DAL,1,62,62,89,,,,,4.5,7.3,2019,3,2,0,0
Jadeveon Clowney ,DE,SEA,1,35,35,63,,,,,0.8,2.3,2019,3,0,0,0
Stephon Tuitt ,DE,PIT,1,52,52,66,,,,,16.3,31.3,2019,3,12,2,0
Trent Murphy ,DE,BUF,1,35,35,56,,,,,1.5,4.3,2019,3,0,0,0
Dee Ford ,DE,SF,1,16,16,30,,,,,8.0,50.0,2019,3,6,6,0
Aaron Lynch ,LB,CHI,1,16,16,21,,,,,0.8,5.0,2019,3,0,0,0
Daniel McCullers ,DT,PIT,1,20,20,25,,,,,0.0,0.0,2019,3,0,0,0
Khalil Mack ,LB,CHI,1,61,61,79,,,,,21.3,34.9,2019,3,5,3,0
Kyle Van Noy ,LB,NE,1,50,50,100,,,,,10.5,21.0,2019,3,4,1,0
Christian Jones ,LB,DET,1,38,38,51,,,,,13.3,35.0,2019,3,8,3,0
Bradley Roby ,CB,HOU,1,74,74,100,,,,,7.0,9.5,2019,3,4,0,0
Hasean Clinton-Dix ,S,CHI,1,77,77,100,,,,,31.0,40.3,2019,3,9,0,0
Lamarcus Joyner ,S,OAK,1,23,23,37,,,,,1.5,6.5,2019,3,4,0,0
Aaron Donald ,DT,LAR,1,63,63,93,,,,,14.3,22.7,2019,3,5,2,0
Kyle Fuller ,CB,CHI,1,77,77,100,,,,,18.8,24.4,2019,3,8,0,0
Jason Verrett ,CB,SF,1,4,4,8,,,,,0.0,0.0,2019,3,0,0,0
Demarcus Lawrence ,DE,DAL,1,49,49,70,,,,,12.8,26.1,2019,3,2,2,0
Preston Brown ,LB,CIN,1,58,58,75,,,,,10.0,17.2,2019,3,7,0,0
Phillip Gaines ,CB,HOU,1,1,1,1,,,,,0.0,0.0,2019,3,0,0,0
Jaylen Watkins ,CB,LAC,1,15,15,25,,,,,1.5,10.0,2019,3,7,0,0
Bashaud Breeland ,CB,KC,1,80,80,98,,,,,6.0,7.5,2019,3,5,0,0
Cassius Marsh ,DE,ARI,1,25,25,42,,,,,3.8,15.2,2019,3,8,0,0
Ross Cockrell ,CB,CAR,1,75,75,100,,,,,9.0,12.0,2019,3,8,0,0
DaQuan Jones ,DT,TEN,1,36,36,67,,,,,1.5,4.2,2019,3,3,0,0
Anthony Hitchens ,LB,KC,1,67,67,82,,,,,10.5,15.7,2019,3,9,0,0
Walt Aikens ,S,MIA,1,39,39,54,,,,,6.8,17.4,2019,3,10,0,0
Pierre Desir ,CB,IND,1,60,60,100,,,,,5.3,8.8,2019,3,5,0,0
Tre Boston ,S,CAR,1,75,75,100,,,,,8.3,11.1,2019,3,5,0,0
Brent Urban ,DE,TEN,1,14,14,26,,,,,0.0,0.0,2019,3,0,0,0
Ricardo Allen ,S,ATL,1,63,63,94,,,,,9.0,14.3,2019,3,8,0,0
Devon Kennard ,LB,DET,1,64,64,86,,,,,5.3,8.3,2019,3,5,0,0
T.J. Carrie ,CB,CLE,1,64,64,100,,,,,17.8,27.8,2019,3,9,0,0
Shamar Stephen ,DT,MIN,1,30,30,51,,,,,2.3,7.7,2019,3,3,0,0
Beau Allen ,DT,TB,1,10,10,16,,,,,4.8,48.0,2019,3,10,0,0
Shelby Harris ,DE,DEN,1,43,43,80,,,,,8.5,19.8,2019,3,9,0,0
Corey Nelson ,LB,DEN,1,6,6,11,,,,,1.5,25.0,2019,3,0,0,0
Terrance Mitchell ,CB,CLE,1,64,64,100,,,,,11.0,17.2,2019,3,6,0,0
Michael Thomas ,S,NYG,1,17,17,22,,,,,2.3,13.5,2019,3,6,0,0
Kerry Hyder Jr. ,DT,DAL,1,32,32,46,,,,,0.8,2.5,2019,3,0,0,0
Rontez Miles ,S,NYJ,1,3,3,4,,,,,0.0,0.0,2019,3,0,0,0
Malcolm Butler ,CB,TEN,1,54,54,100,,,,,8.3,15.4,2019,3,7,0,0
K'Waun Williams ,CB,SF,1,43,43,81,,,,,8.8,20.5,2019,3,2,0,0
Terrence Brooks ,S,NE,1,3,3,6,,,,,0.0,0.0,2019,3,0,0,0
Josh Mauro ,DT,OAK,1,39,39,63,,,,,1.5,3.8,2019,3,0,0,0
Shaquil Barrett ,LB,TB,1,57,57,92,,,,,42.0,73.7,2019,3,11,7,0
Denico Autry ,DT,IND,1,45,45,75,,,,,2.3,5.1,2019,3,2,0,0
Brandon Dunn ,DT,HOU,1,23,23,31,,,,,4.0,17.4,2019,3,4,0,0
Joe Thomas ,LB,DAL,1,32,32,46,,,,,6.8,21.3,2019,3,13,0,0
Daniel Sorensen ,S,KC,1,21,21,26,,,,,3.0,14.3,2019,3,10,0,0
Todd Davis ,LB,DEN,1,53,53,98,,,,,3.0,5.7,2019,3,2,0,0
C.J. Goodwin ,CB,DAL,1,8,8,11,,,,,0.0,0.0,2019,3,0,0,0
Leonard Williams ,DE,NYJ,1,53,53,70,,,,,4.5,8.5,2019,3,6,0,0
Landon Collins ,S,WAS,1,63,63,97,,,,,13.0,20.6,2019,3,10,0,0
Trae Waynes ,CB,MIN,1,47,47,80,,,,,14.5,30.9,2019,3,17,0,0
Danny Shelton ,DT,NE,1,22,22,44,,,,,5.3,24.1,2019,3,9,0,0
Eddie Goldman ,DT,CHI,1,46,46,60,,,,,2.3,5.0,2019,3,2,0,0
Jordan Phillips ,DT,BUF,1,22,22,35,,,,,13.5,61.4,2019,3,14,5,0
Marcus Peters ,CB,LAR,1,68,68,100,,,,,4.5,6.6,2019,3,4,0,0
Arik Armstead ,DE,SF,1,41,41,77,,,,,5.5,13.4,2019,3,2,0,0
P.J. Williams ,CB,NO,1,73,73,87,,,,,5.3,7.3,2019,3,3,0,0
Byron Jones ,S,DAL,1,42,42,60,,,,,1.5,3.6,2019,3,0,0,0
Benardrick McKinney ,LB,HOU,1,58,58,78,,,,,9.5,16.4,2019,3,5,1,0
Adrian Amos ,S,GB,1,73,73,100,,,,,9.8,13.4,2019,3,8,0,0
Kevin Johnson ,CB,BUF,1,24,24,39,,,,,10.3,42.9,2019,3,8,4,0
Dante Fowler Jr. ,DE,LAR,1,56,56,82,,,,,6.0,10.7,2019,3,4,0,0
Vic Beasley Jr. ,LB,ATL,1,49,49,73,,,,,5.8,11.8,2019,3,4,1,0
Malcom Brown ,DT,NO,1,37,37,44,,,,,0.8,2.2,2019,3,0,0,0
Eric Kendricks ,LB,MIN,1,51,51,86,,,,,9.8,19.2,2019,3,12,0,0
Shaq Thompson ,LB,CAR,1,75,75,100,,,,,21.5,28.7,2019,3,12,1,0
Preston Smith ,LB,GB,1,63,63,86,,,,,27.8,44.1,2019,3,6,5,0
Danielle Hunter ,DE,MIN,1,41,41,69,,,,,8.8,21.5,2019,3,2,2,0
