Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Kwon Alexander ,LB,SF,1,51,51,74,,,,,16.3,32.0,2019,2,6,0,0
Za'Darius Smith ,LB,GB,1,56,56,86,,,,,6.0,10.7,2019,2,5,0,0
Jaquiski Tartt ,S,SF,1,54,54,78,,,,,5.3,9.8,2019,2,4,0,0
Bud Dupree ,LB,PIT,1,73,73,92,,,,,4.5,6.2,2019,2,3,0,0
Bobby McCain ,CB,MIA,1,68,68,96,,,,,9.0,13.2,2019,2,7,0,0
Darryl Roberts ,CB,NYJ,1,64,64,100,,,,,13.3,20.8,2019,2,6,0,0
Anthony Chickillo ,LB,PIT,1,10,10,13,,,,,0.0,0.0,2019,2,0,0,0
Christian Covington ,DT,DAL,1,30,30,51,,,,,0.0,0.0,2019,2,0,0,0
Angelo Blackson ,DT,HOU,1,32,32,50,,,,,6.3,19.7,2019,2,6,0,0
Rakeem Nunez-Roches ,DT,TB,1,15,15,20,,,,,0.0,0.0,2019,2,0,0,0
Steven Nelson ,CB,PIT,1,78,78,99,,,,,11.3,14.5,2019,2,8,0,0
Damien Wilson ,LB,KC,1,49,49,79,,,,,6.8,13.9,2019,2,4,0,0
Mark Nzeocha ,LB,SF,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Jordan Hicks ,LB,ARI,1,77,77,99,,,,,15.8,20.5,2019,2,10,0,0
Olsen Pierre ,DE,NYG,1,17,17,24,,,,,8.0,47.1,2019,2,6,6,0
Quandre Diggs ,S,DET,1,65,65,100,,,,,7.5,11.5,2019,2,6,0,0
Akeem King ,CB,SEA,1,2,2,4,,,,,0.0,0.0,2019,2,0,0,0
Dean Marlowe ,S,BUF,1,14,14,21,,,,,3.0,21.4,2019,2,14,0,0
Tyeler Davison ,DT,ATL,1,35,35,44,,,,,3.8,10.9,2019,2,6,0,0
Rodney Gunter ,DT,ARI,1,52,52,67,,,,,8.8,16.9,2019,2,4,0,0
Bryce Hager ,LB,LAR,1,22,22,35,,,,,5.3,24.1,2019,2,14,0,0
Frank Clark ,DE,KC,1,55,55,89,,,,,5.5,10.0,2019,2,2,0,0
Justin Coleman ,CB,DET,1,50,50,77,,,,,0.0,0.0,2019,2,0,0,0
Deshazor Everett ,CB,WAS,1,13,13,19,,,,,0.0,0.0,2019,2,0,0,0
Jermaine Whitehead ,S,CLE,1,64,64,100,,,,,8.3,13.0,2019,2,8,0,0
Xavier Williams ,DT,KC,1,18,18,29,,,,,4.5,25.0,2019,2,17,0,0
Neville Hewitt ,LB,NYJ,1,64,64,100,,,,,15.5,24.2,2019,2,5,2,0
Troy Hill ,CB,LAR,1,5,5,8,,,,,0.0,0.0,2019,2,0,0,0
Curtis Riley ,CB,OAK,1,30,30,40,,,,,4.5,15.0,2019,2,10,0,0
Efe Obada ,DE,CAR,1,18,18,30,,,,,0.8,4.4,2019,2,0,0,0
Clayton Geathers ,S,IND,1,41,41,69,,,,,3.8,9.3,2019,2,5,0,0
Anthony Harris ,S,MIN,1,71,71,100,,,,,9.0,12.7,2019,2,7,0,0
Joey Bosa ,DE,LAC,1,52,52,87,,,,,9.3,17.9,2019,2,6,0,0
Vernon Hargreaves III ,CB,TB,1,73,73,97,,,,,18.8,25.8,2019,2,15,0,0
Jalen Ramsey ,CB,JAC,1,64,64,98,,,,,7.5,11.7,2019,2,6,0,0
Emmanuel Ogbah ,DE,KC,1,22,22,35,,,,,7.0,31.8,2019,2,9,0,0
DeForest Buckner ,DT,SF,1,33,33,48,,,,,8.0,24.2,2019,2,3,3,0
Myles Jack ,LB,JAC,1,64,64,98,,,,,10.3,16.1,2019,2,6,1,0
Shaq Lawson ,DE,BUF,1,29,29,43,,,,,0.8,2.8,2019,2,0,0,0
A'Shawn Robinson ,DT,DET,1,29,29,45,,,,,7.3,25.2,2019,2,10,2,0
Jaylon Smith ,LB,DAL,1,59,59,100,,,,,14.3,24.2,2019,2,14,0,0
Austin Johnson ,DT,TEN,1,15,15,21,,,,,0.0,0.0,2019,2,0,0,0
Shilique Calhoun ,LB,NE,1,24,24,39,,,,,2.3,9.6,2019,2,4,0,0
Carl Nassib ,DE,TB,1,63,63,84,,,,,2.3,3.7,2019,2,2,0,0
Eli Apple ,CB,NO,1,67,67,100,,,,,10.5,15.7,2019,2,10,0,0
Darron Lee ,LB,KC,1,16,16,26,,,,,2.3,14.4,2019,2,6,0,0
William Jackson III ,CB,CIN,1,70,70,100,,,,,7.3,10.4,2019,2,0,0,0
Andrew Billings ,DT,CIN,1,38,38,54,,,,,2.3,6.1,2019,2,3,0,0
Kendall Fuller ,CB,KC,1,46,46,74,,,,,16.3,35.4,2019,2,11,2,0
Jayron Kearse ,S,MIN,1,37,37,52,,,,,6.8,18.4,2019,2,8,0,0
Leonard Floyd ,LB,CHI,1,65,65,79,,,,,3.0,4.6,2019,2,3,0,0
Maliek Collins ,DT,DAL,1,48,48,81,,,,,4.0,8.3,2019,2,2,0,0
Kenny Clark ,DT,GB,1,56,56,86,,,,,11.0,19.6,2019,2,2,2,0
Vonn Bell ,S,NO,1,67,67,100,,,,,9.3,13.9,2019,2,6,0,0
Jordan Jenkins ,LB,NYJ,1,11,11,17,,,,,0.8,7.3,2019,2,0,0,0
Vince Biegel ,LB,MIA,1,16,16,23,,,,,8.0,50.0,2019,2,6,6,0
Keanu Neal ,S,ATL,1,77,77,96,,,,,12.8,16.6,2019,2,10,0,0
Antwaun Woods ,DT,DAL,1,17,17,29,,,,,0.0,0.0,2019,2,0,0,0
Will Redmond ,CB,GB,1,12,12,18,,,,,0.0,0.0,2019,2,0,0,0
Xavien Howard ,CB,MIA,1,68,68,96,,,,,6.8,10.0,2019,2,4,0,0
James Bradberry ,CB,CAR,1,60,60,100,,,,,4.5,7.5,2019,2,5,0,0
Bronson Kaufusi ,DE,NYJ,1,10,10,16,,,,,5.8,58.0,2019,2,20,5,0
Karl Joseph ,S,OAK,1,48,48,64,,,,,6.3,13.1,2019,2,4,0,0
Maurice Canady ,CB,BAL,1,12,12,21,,,,,0.0,0.0,2019,2,0,0,0
Hassan Ridgeway ,DT,PHI,1,30,30,46,,,,,0.0,0.0,2019,2,0,0,0
Kyler Fackrell ,LB,GB,1,21,21,32,,,,,0.8,3.8,2019,2,0,0,0
Sheldon Day ,DT,SF,1,24,24,35,,,,,4.8,20.0,2019,2,4,0,0
Deion Jones ,LB,ATL,1,74,74,93,,,,,12.3,16.6,2019,2,8,0,0
Nick Vigil ,LB,CIN,1,69,69,99,,,,,1.5,2.2,2019,2,0,0,0
Kamalei Correa ,LB,TEN,1,21,21,30,,,,,1.5,7.1,2019,2,0,0,0
Blake Martinez ,LB,GB,1,65,65,100,,,,,17.3,26.6,2019,2,15,0,0
Chris Jones ,DT,KC,1,51,51,82,,,,,14.0,27.5,2019,2,6,2,0
Erik Harris ,S,OAK,1,42,42,56,,,,,3.0,7.1,2019,2,5,0,0
Javon Hargrave ,DT,PIT,1,37,37,47,,,,,0.8,2.2,2019,2,0,0,0
Jihad Ward ,DT,IND,1,2,2,3,,,,,0.0,0.0,2019,2,0,0,0
Sean Davis ,S,PIT,1,55,55,70,,,,,7.5,13.6,2019,2,9,0,0
Cyrus Jones ,CB,BAL,1,9,9,16,,,,,3.0,33.3,2019,2,22,0,0
Adam Gotsis ,DE,DEN,1,32,32,52,,,,,1.5,4.7,2019,2,0,0,0
Kevin Byard ,S,TEN,1,70,70,100,,,,,6.0,8.6,2019,2,6,0,0
Daryl Worley ,CB,OAK,1,73,73,97,,,,,13.8,18.9,2019,2,8,0,0
Justin Simmons ,S,DEN,1,60,60,97,,,,,15.8,26.3,2019,2,13,0,0
Joe Schobert ,LB,CLE,1,64,64,100,,,,,23.8,37.2,2019,2,16,0,0
Eric Murray ,CB,CLE,1,41,41,64,,,,,3.0,7.3,2019,2,2,0,0
B.J. Goodson ,LB,GB,1,38,38,58,,,,,3.8,10.0,2019,2,5,0,0
De'Vondre Campbell ,LB,ATL,1,68,68,85,,,,,10.5,15.4,2019,2,9,0,0
David Onyemata ,DT,NO,1,38,38,57,,,,,5.3,13.9,2019,2,8,0,0
Deon Bush ,S,CHI,1,3,3,4,,,,,1.5,50.0,2019,2,0,0,0
Dean Lowry ,DE,GB,1,43,43,66,,,,,11.8,27.4,2019,2,5,0,0
Jordan Lucas ,S,KC,1,1,1,2,,,,,0.0,0.0,2019,2,0,0,0
Jonathan Jones ,CB,NE,1,44,44,71,,,,,6.0,13.6,2019,2,5,0,0
Elandon Roberts ,LB,NE,1,23,23,37,,,,,6.0,26.1,2019,2,13,0,0
Matthew Judon ,LB,BAL,1,46,46,81,,,,,11.8,25.7,2019,2,7,2,0
Mike Hilton ,CB,PIT,1,43,43,54,,,,,7.8,18.1,2019,2,7,0,0
Jarrod Wilson ,S,JAC,1,64,64,98,,,,,15.5,24.2,2019,2,6,0,0
D.J. Reader ,DT,HOU,1,40,40,63,,,,,8.5,21.3,2019,2,8,0,0
LeShaun Sims ,CB,TEN,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Will Parks ,S,DEN,1,49,49,79,,,,,0.0,0.0,2019,2,0,0,0
Anthony Brown ,CB,DAL,1,41,41,69,,,,,4.5,11.0,2019,2,5,0,0
Kavon Frazier ,S,DAL,1,2,2,3,,,,,0.8,40.0,2019,2,0,0,0
Joe Walker ,LB,ARI,1,33,33,42,,,,,0.8,2.4,2019,2,0,0,0
Romeo Okwara ,DE,DET,1,46,46,71,,,,,3.5,7.6,2019,2,0,1,0
Matt Ioannidis ,DE,WAS,1,59,59,86,,,,,6.8,11.5,2019,2,7,0,0
Roy Robertson-Harris ,DT,CHI,1,36,36,44,,,,,0.8,2.2,2019,2,0,0,0
Stephen Weatherly ,DE,MIN,1,14,14,20,,,,,0.0,0.0,2019,2,0,0,0
Devante Bond ,LB,TB,1,2,2,3,,,,,4.0,200.0,2019,2,50,0,0
Cassanova McKinzy ,LB,WAS,1,11,11,16,,,,,0.0,0.0,2019,2,0,0,0
Ronald Blair III ,DE,SF,1,35,35,51,,,,,18.3,52.3,2019,2,11,3,0
Quinton Jefferson ,DT,SEA,1,44,44,79,,,,,1.5,3.4,2019,2,2,0,0
Tony McRae ,CB,CIN,1,5,5,7,,,,,0.0,0.0,2019,2,0,0,0
Patrick Onwuasor ,LB,BAL,1,57,57,100,,,,,4.5,7.9,2019,2,4,0,0
Michael Pierce ,DT,BAL,1,26,26,46,,,,,3.0,11.5,2019,2,8,0,0
Brennan Scarlett ,LB,HOU,1,15,15,23,,,,,2.3,15.3,2019,2,7,0,0
Branden Jackson ,DE,SEA,1,37,37,66,,,,,11.0,29.7,2019,2,8,3,0
Brian Poole ,S,NYJ,1,54,54,84,,,,,6.8,12.6,2019,2,4,0,0
Cory Littleton ,LB,LAR,1,63,63,100,,,,,12.8,20.3,2019,2,8,0,0
Morgan Fox ,DE,LAR,1,15,15,24,,,,,0.0,0.0,2019,2,0,0,0
Javien Elliott ,CB,CAR,1,10,10,17,,,,,1.5,15.0,2019,2,10,0,0
Myles Garrett ,DE,CLE,1,43,43,67,,,,,25.5,59.3,2019,2,7,7,0
Solomon Thomas ,DE,SF,1,33,33,48,,,,,10.3,31.2,2019,2,6,3,0
Malik Hooker ,S,IND,1,59,59,100,,,,,4.5,7.6,2019,2,5,0,0
Jamal Adams ,S,NYJ,1,59,59,92,,,,,10.0,16.9,2019,2,8,0,0
Marshon Lattimore ,CB,NO,1,67,67,100,,,,,5.3,7.9,2019,2,3,0,0
Jabrill Peppers ,S,NYG,1,70,70,100,,,,,6.8,9.7,2019,2,4,0,0
Derek Barnett ,DE,PHI,1,47,47,72,,,,,5.5,11.7,2019,2,4,0,0
Zach Cunningham ,LB,HOU,1,47,47,73,,,,,20.8,44.3,2019,2,19,2,0
Marlon Humphrey ,CB,BAL,1,57,57,100,,,,,12.3,21.6,2019,2,9,0,0
Sidney Jones ,CB,PHI,1,32,32,49,,,,,14.0,43.8,2019,2,13,0,0
Takkarist McKinley ,LB,ATL,1,55,55,69,,,,,5.5,10.0,2019,2,4,0,0
Tim Williams ,LB,BAL,1,27,27,47,,,,,3.0,11.1,2019,2,7,0,0
Haason Reddick ,LB,ARI,1,65,65,83,,,,,13.8,21.2,2019,2,8,0,0
Charles Harris ,DE,MIA,1,65,65,92,,,,,3.0,4.6,2019,2,2,0,0
Chris Wormley ,DT,BAL,1,31,31,54,,,,,0.0,0.0,2019,2,0,0,0
T.J. Watt ,LB,PIT,1,69,69,87,,,,,17.3,25.1,2019,2,4,1,0
Tyus Bowser ,LB,BAL,1,20,20,35,,,,,1.5,7.5,2019,2,5,0,0
Gareon Conley ,CB,OAK,1,73,73,97,,,,,4.5,6.2,2019,2,4,0,0
Adoree' Jackson ,CB,TEN,1,48,48,69,,,,,1.5,3.1,2019,2,2,0,0
Kevin King ,CB,GB,1,64,64,98,,,,,8.0,12.5,2019,2,2,0,0
Brandon Wilson ,S,CIN,1,8,8,11,,,,,0.0,0.0,2019,2,13,0,0
Ahkello Witherspoon ,CB,SF,1,68,68,99,,,,,9.0,13.2,2019,2,4,0,0
Tre'Davious White ,CB,BUF,1,68,68,100,,,,,12.0,17.6,2019,2,12,0,0
Matt Milano ,LB,BUF,1,68,68,100,,,,,6.8,10.0,2019,2,4,0,0
Davon Godchaux ,DT,MIA,1,38,38,54,,,,,5.3,13.9,2019,2,5,0,0
Raekwon McMillan ,LB,MIA,1,35,35,49,,,,,3.8,10.9,2019,2,3,0,0
Marcus Maye ,S,NYJ,1,64,64,100,,,,,4.5,7.0,2019,2,3,0,0
Harvey Langi ,LB,NYJ,1,11,11,17,,,,,0.8,7.3,2019,2,0,0,0
Ryan Glasgow ,DT,CIN,1,44,44,63,,,,,1.5,3.4,2019,2,2,0,0
Carl Lawson ,DE,CIN,1,27,27,39,,,,,0.8,3.0,2019,2,0,0,0
Larry Ogunjobi ,DT,CLE,1,39,39,61,,,,,4.5,11.5,2019,2,5,0,0
Cameron Sutton ,CB,PIT,1,19,19,24,,,,,7.0,36.8,2019,2,16,0,0
Nate Hairston ,CB,NYJ,1,61,61,95,,,,,7.8,12.8,2019,2,3,0,0
Quincy Wilson ,CB,IND,1,21,21,36,,,,,1.5,7.1,2019,2,5,0,0
Anthony Walker Jr. ,LB,IND,1,35,35,59,,,,,1.5,4.3,2019,2,3,0,0
Grover Stewart ,DT,IND,1,26,26,44,,,,,10.3,39.6,2019,2,4,4,0
Tarell Basham ,DE,NYJ,1,48,48,75,,,,,10.3,21.5,2019,2,2,2,0
Dawuane Smoot ,DE,JAC,1,26,26,40,,,,,0.8,3.1,2019,2,0,0,0
Dylan Cole ,LB,HOU,1,8,8,13,,,,,0.0,0.0,2019,2,0,0,0
Jayon Brown ,LB,TEN,1,67,67,96,,,,,13.5,20.1,2019,2,10,0,0
DeMarcus Walker ,DE,DEN,1,19,19,31,,,,,2.3,12.1,2019,2,0,0,0
Isaac Rochell ,DE,LAC,1,19,19,32,,,,,0.0,0.0,2019,2,0,0,0
Desmond King II ,CB,LAC,1,35,35,58,,,,,0.0,0.0,2019,2,0,0,0
Rayshawn Jenkins ,S,LAC,1,60,60,100,,,,,8.0,13.3,2019,2,2,0,0
Tanoh Kpassagnon ,DE,KC,1,14,14,23,,,,,13.5,96.4,2019,2,14,7,0
Marquel Lee ,LB,OAK,1,6,6,8,,,,,1.5,25.0,2019,2,17,0,0
Treyvon Hester ,DT,WAS,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Fadol Brown ,DE,GB,1,6,6,9,,,,,0.0,0.0,2019,2,0,0,0
Joey Ivie ,DT,KC,1,9,9,15,,,,,0.0,0.0,2019,2,0,0,0
Jourdan Lewis ,CB,DAL,1,11,11,19,,,,,1.5,13.6,2019,2,9,0,0
Chidobe Awuzie ,CB,DAL,1,57,57,97,,,,,0.8,1.4,2019,2,0,0,0
Xavier Woods ,S,DAL,1,57,57,97,,,,,7.5,13.2,2019,2,7,0,0
Rasul Douglas ,CB,PHI,1,36,36,55,,,,,3.8,10.6,2019,2,3,0,0
Nathan Gerry ,LB,PHI,1,19,19,29,,,,,9.5,50.0,2019,2,11,0,0
Dalvin Tomlinson ,DT,NYG,1,53,53,76,,,,,3.0,5.7,2019,2,2,0,0
Avery Moss ,DE,MIA,1,50,50,70,,,,,2.3,4.6,2019,2,2,0,0
Montae Nicholson ,S,WAS,1,60,60,87,,,,,18.5,30.8,2019,2,12,0,0
Ryan Anderson ,LB,WAS,1,30,30,41,,,,,3.8,12.7,2019,2,7,0,0
Eddie Jackson ,S,CHI,1,79,79,96,,,,,15.0,19.0,2019,2,8,0,0
Jalen Reeves-Maybin ,LB,DET,1,32,32,49,,,,,0.0,0.0,2019,2,0,0,0
Montravius Adams ,DT,GB,1,19,19,29,,,,,0.8,4.2,2019,2,0,0,0
Ifeadi Odenigbo ,DE,MIN,1,7,7,10,,,,,0.0,0.0,2019,2,0,0,0
Jaleel Johnson ,DT,MIN,1,19,19,27,,,,,1.5,7.9,2019,2,5,0,0
Eric Wilson ,LB,MIN,1,34,34,48,,,,,7.8,22.9,2019,2,9,0,0
Damontae Kazee ,S,ATL,1,68,68,85,,,,,6.8,10.0,2019,2,4,0,0
Al-Quadin Muhammad ,DE,IND,1,49,49,83,,,,,12.5,25.5,2019,2,8,0,0
Marcus Williams ,S,NO,1,67,67,100,,,,,5.3,7.9,2019,2,4,0,0
Arthur Maulet ,CB,NYJ,1,1,1,2,,,,,0.0,0.0,2019,2,0,0,0
Trey Hendrickson ,DE,NO,1,39,39,58,,,,,11.0,28.2,2019,2,5,3,0
Alex Anzalone ,LB,NO,1,17,17,25,,,,,3.0,17.6,2019,2,12,0,0
D.J. Jones ,DT,SF,1,37,37,54,,,,,0.0,0.0,2019,2,0,0,0
Budda Baker ,S,ARI,1,76,76,97,,,,,17.5,23.0,2019,2,9,0,0
Samson Ebukam ,LB,LAR,1,33,33,52,,,,,1.5,4.5,2019,2,3,0,0
John Johnson ,S,LAR,1,62,62,98,,,,,16.5,26.6,2019,2,6,0,0
Tanzel Smart ,DT,LAR,1,12,12,19,,,,,0.8,6.7,2019,2,0,0,0
Lano Hill ,S,SEA,1,56,56,100,,,,,3.8,6.8,2019,2,4,0,0
Shaquill Griffin ,CB,SEA,1,56,56,100,,,,,5.3,9.5,2019,2,5,0,0
Adam Butler ,DT,NE,1,37,37,60,,,,,19.8,53.5,2019,2,8,5,0
Kenny Moore II ,CB,IND,1,58,58,98,,,,,3.8,6.6,2019,2,3,0,0
Josh Tupou ,DT,CIN,1,36,36,51,,,,,1.5,4.2,2019,2,0,0,0
Nicholas Morrow ,LB,OAK,1,17,17,23,,,,,4.0,23.5,2019,2,6,0,0
Jamal Perry ,CB,MIA,1,39,39,55,,,,,5.3,13.6,2019,2,8,0,0
Isaiah Irving ,LB,CHI,1,17,17,21,,,,,0.8,4.7,2019,2,0,0,0
Devaroe Lawrence ,DT,CLE,1,26,26,41,,,,,0.0,0.0,2019,2,0,0,0
Bradley Chubb ,LB,DEN,1,60,60,97,,,,,10.8,18.0,2019,2,8,0,0
Minkah Fitzpatrick ,S,MIA,1,68,68,96,,,,,15.5,22.8,2019,2,6,0,0
Arden Key ,DE,OAK,1,24,24,32,,,,,0.0,0.0,2019,2,0,0,0
Daron Payne ,DT,WAS,1,63,63,91,,,,,3.0,4.8,2019,2,0,0,0
Roquan Smith ,LB,CHI,1,82,82,100,,,,,16.5,20.1,2019,2,11,0,0
Sam Hubbard ,DE,CIN,1,62,62,89,,,,,5.3,8.5,2019,2,3,0,0
Denzel Ward ,CB,CLE,1,64,64,100,,,,,8.3,13.0,2019,2,6,0,0
Dorance Armstrong Jr. ,DE,DAL,1,38,38,64,,,,,3.0,7.9,2019,2,5,0,0
Marcus Davenport ,DE,NO,1,49,49,73,,,,,10.3,21.0,2019,2,4,2,0
Carlton Davis ,CB,TB,1,74,74,99,,,,,13.5,18.2,2019,2,9,0,0
Ronnie Harrison ,S,JAC,1,64,64,98,,,,,13.0,20.3,2019,2,6,2,0
Justin Reid ,S,HOU,1,56,56,88,,,,,4.5,8.0,2019,2,4,0,0
Vita Vea ,DT,TB,1,57,57,76,,,,,3.0,5.3,2019,2,0,0,0
Rashaan Evans ,LB,TEN,1,66,66,94,,,,,10.8,16.4,2019,2,6,0,0
Taven Bryan ,DT,JAC,1,17,17,26,,,,,1.5,8.8,2019,2,0,0,0
Harold Landry III ,LB,TEN,1,60,60,86,,,,,18.0,30.0,2019,2,7,2,0
Isaiah Oliver ,CB,ATL,1,80,80,100,,,,,9.0,11.3,2019,2,4,0,0
Jaire Alexander ,CB,GB,1,65,65,100,,,,,6.8,10.5,2019,2,3,0,0
Lorenzo Carter ,LB,NYG,1,56,56,80,,,,,7.3,13.0,2019,2,4,1,0
Josey Jewell ,LB,DEN,1,60,60,97,,,,,6.8,11.3,2019,2,5,0,0
Tremaine Edmunds ,LB,BUF,1,68,68,100,,,,,9.8,14.4,2019,2,6,0,0
Harrison Phillips ,DT,BUF,1,28,28,41,,,,,8.0,28.6,2019,2,4,2,0
Tyquan Lewis ,DE,IND,1,31,31,53,,,,,0.8,2.6,2019,2,0,0,0
Tim Settle ,DT,WAS,1,33,33,48,,,,,1.5,4.5,2019,2,3,0,0
Leighton Vander Esch ,LB,DAL,1,52,52,88,,,,,6.0,11.5,2019,2,6,0,0
Jerome Baker ,LB,MIA,1,69,69,97,,,,,12.8,18.6,2019,2,9,0,0
Rasheem Green ,DE,SEA,1,30,30,54,,,,,2.3,7.7,2019,2,3,0,0
Derrick Nnadi ,DT,KC,1,23,23,37,,,,,1.5,6.5,2019,2,4,0,0
Kyzir White ,LB,LAC,1,53,53,88,,,,,8.3,15.7,2019,2,8,0,0
Hercules Mata'afa ,LB,MIN,1,8,8,11,,,,,8.0,100.0,2019,2,13,0,0
Josh Sweat ,DE,PHI,1,18,18,28,,,,,4.5,25.0,2019,2,6,0,0
Terrell Edmunds ,S,PIT,1,78,78,99,,,,,15.8,20.3,2019,2,10,0,0
R.J. McIntosh ,DT,NYG,1,11,11,16,,,,,2.3,20.9,2019,2,9,0,0
D.J. Reed Jr. ,CB,SF,1,15,15,22,,,,,6.8,45.3,2019,2,13,0,0
Darius Phillips ,CB,CIN,1,2,2,3,,,,,1.5,75.0,2019,2,50,0,0
Marquis Haynes ,LB,CAR,1,18,18,30,,,,,3.8,21.1,2019,2,6,0,0
Anthony Averett ,CB,BAL,1,57,57,100,,,,,6.0,10.5,2019,2,7,0,0
Darius Leonard ,LB,IND,1,59,59,100,,,,,18.5,31.4,2019,2,10,2,0
Steven Parker ,S,MIA,1,16,16,23,,,,,1.5,9.4,2019,2,6,0,0
Chad Thomas ,DE,CLE,1,19,19,30,,,,,1.5,7.9,2019,2,0,0,0
B.J. Hill ,DT,NYG,1,54,54,77,,,,,3.8,7.0,2019,2,4,0,0
Jordan Whitehead ,S,TB,1,74,74,99,,,,,8.3,11.2,2019,2,4,0,0
Brandon Facyson ,CB,LAC,1,60,60,100,,,,,10.5,17.5,2019,2,10,0,0
Folorunso Fatukasi ,DT,NYJ,1,21,21,33,,,,,5.5,26.2,2019,2,10,0,0
J.C. Jackson ,CB,NE,1,34,34,55,,,,,3.8,11.2,2019,2,3,0,0
P.J. Hall ,DT,OAK,1,42,42,56,,,,,8.3,19.8,2019,2,5,1,0
Shaun Dion Hamilton ,LB,WAS,1,21,21,30,,,,,6.8,32.4,2019,2,19,0,0
Uchenna Nwosu ,LB,LAC,1,26,26,43,,,,,6.0,23.1,2019,2,12,0,0
Kenny Young ,LB,BAL,1,16,16,28,,,,,0.0,0.0,2019,2,0,0,0
M.J. Stewart ,CB,TB,1,52,52,69,,,,,0.0,0.0,2019,2,0,0,0
Leon Jacobs ,LB,JAC,1,18,18,28,,,,,5.8,32.2,2019,2,6,3,0
Kameron Kelly ,CB,PIT,1,23,23,29,,,,,3.8,16.5,2019,2,9,0,0
Donte Jackson ,CB,CAR,1,60,60,100,,,,,7.5,12.5,2019,2,7,0,0
Christian Wilkins ,DT,MIA,1,43,43,61,,,,,3.0,7.0,2019,2,2,0,0
Fred Warner ,LB,SF,1,54,54,78,,,,,10.8,20.0,2019,2,7,0,0
Siran Neal ,CB,BUF,1,24,24,35,,,,,8.5,35.4,2019,2,13,0,0
Ja'Whaun Bentley ,LB,NE,1,30,30,48,,,,,3.0,10.0,2019,2,7,0,0
Jessie Bates III ,S,CIN,1,70,70,100,,,,,14.3,20.4,2019,2,11,0,0
Simeon Thomas ,CB,WAS,1,3,3,4,,,,,0.8,26.7,2019,2,0,0,0
Olasunkanmi Adeniyi ,DE,PIT,1,4,4,5,,,,,1.5,37.5,2019,2,25,0,0
Matthew Adams ,LB,IND,1,24,24,41,,,,,3.0,12.5,2019,2,8,0,0
Dane Cruikshank ,CB,TEN,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Isaac Yiadom ,CB,DEN,1,60,60,97,,,,,7.0,11.7,2019,2,5,0,0
Justin Jones ,DT,LAC,1,41,41,68,,,,,0.8,2.0,2019,2,0,0,0
Maurice Hurst Jr. ,DT,OAK,1,36,36,48,,,,,1.5,4.2,2019,2,3,0,0
Avonte Maddox ,CB,PHI,1,42,42,65,,,,,8.5,20.2,2019,2,7,0,0
Bilal Nichols ,DT,CHI,1,11,11,13,,,,,1.5,13.6,2019,2,9,0,0
Tracy Walker ,S,DET,1,65,65,100,,,,,15.3,23.5,2019,2,11,0,0
Josh Jackson ,CB,GB,1,1,1,1,,,,,0.0,0.0,2019,2,0,0,0
Jack Cichy ,LB,TB,1,1,1,1,,,,,0.8,80.0,2019,2,0,0,0
Foyesade Oluokun ,LB,ATL,1,19,19,24,,,,,5.5,28.9,2019,2,11,0,0
Jermaine Carter ,LB,CAR,1,26,26,43,,,,,2.8,10.8,2019,2,0,2,0
Jullian Taylor ,DT,SF,1,21,21,30,,,,,1.5,7.1,2019,2,0,0,0
Tarvarius Moore ,S,SF,1,69,69,100,,,,,4.5,6.5,2019,2,3,0,0
Sebastian Joseph-Day ,DT,LAR,1,20,20,32,,,,,0.8,4.0,2019,2,0,0,0
Tre Flowers ,CB,SEA,1,56,56,100,,,,,3.0,5.4,2019,2,4,0,0
Jacob Martin ,LB,HOU,1,16,16,25,,,,,0.0,0.0,2019,2,0,0,0
Levi Wallace ,CB,BUF,1,68,68,100,,,,,13.5,19.9,2019,2,12,0,0
Daniel Ekuale ,DT,CLE,1,22,22,34,,,,,4.8,21.8,2019,2,5,0,0
Chris Board ,S,BAL,1,14,14,25,,,,,1.5,10.7,2019,2,7,0,0
James Crawford ,LB,MIA,1,2,2,3,,,,,0.0,0.0,2019,2,0,0,0
George Odum ,DB,IND,1,1,1,2,,,,,0.0,0.0,2019,2,0,0,0
Tre Herndon ,CB,JAC,1,64,64,98,,,,,7.5,11.7,2019,2,5,0,0
Matt Dickerson ,DE,TEN,1,9,9,13,,,,,0.0,0.0,2019,2,0,0,0
Trey Marshall ,CB,DEN,1,6,6,10,,,,,0.0,0.0,2019,2,0,0,0
Ben Niemann ,LB,KC,1,13,13,21,,,,,3.8,29.2,2019,2,15,0,0
Charvarius Ward ,CB,KC,1,62,62,100,,,,,17.3,27.9,2019,2,5,0,0
Grant Haley ,CB,NYG,1,44,44,63,,,,,0.8,1.8,2019,2,0,0,0
Chris Jones ,CB,ARI,1,29,29,37,,,,,2.3,7.9,2019,2,3,0,0
Tyler Lancaster ,DT,GB,1,32,32,49,,,,,1.5,4.7,2019,2,3,0,0
Raven Greene ,S,GB,1,15,15,23,,,,,1.5,10.0,2019,2,7,0,0
Chris Lammons ,CB,MIA,1,5,5,7,,,,,1.5,30.0,2019,2,20,0,0
