Player,Team,Season,Date,Status,Opp,Injury,Week
Ryan Groy,LAC,2020,2020-12-17,C19,LVR,,15
Melvin Ingram,LAC,2020,2020-12-17,Injured Reserve,LVR,,15
Derwin James,LAC,2020,2020-12-17,Injured Reserve,LVR,,15
Uchenna Nwosu,LAC,2020,2020-12-17,Questionable,LVR,Back,15
Denzel Perryman,LAC,2020,2020-12-17,Doubtful,LVR,Back,15
Trey Pipkins,LAC,2020,2020-12-17,C19,LVR,,15
Drue Tranquill,LAC,2020,2020-12-17,Injured Reserve,LVR,,15
Mike Williams,LAC,2020,2020-12-17,Questionable,LVR,Back,15
Keenan Allen,LAC,2020,2020-12-27,Questionable,DEN,Hamstring,16
Joey Bosa,LAC,2020,2020-12-27,Out,DEN,Shin,16
Virgil Green,LAC,2020,2020-12-27,Injured Reserve,DEN,,16
Ryan Groy,LAC,2020,2020-12-27,C19,DEN,,16
Hunter Henry,LAC,2020,2020-12-27,C19,DEN,,16
Melvin Ingram,LAC,2020,2020-12-27,Injured Reserve,DEN,,16
Derwin James,LAC,2020,2020-12-27,C19,DEN,,16
Uchenna Nwosu,LAC,2020,2020-12-27,Out,DEN,Knee,16
Denzel Perryman,LAC,2020,2020-12-27,Questionable,DEN,Back,16
Drue Tranquill,LAC,2020,2020-12-27,Injured Reserve,DEN,,16
Kyzir White,LAC,2020,2020-12-27,Injured Reserve,DEN,,16
Jahleel Addae,LAC,2020,2021-01-03,Questionable,KAN,Calf,17
Keenan Allen,LAC,2020,2021-01-03,C19,KAN,,17
Joey Bosa,LAC,2020,2021-01-03,Out,KAN,Shin,17
Bryan Bulaga,LAC,2020,2021-01-03,Out,KAN,Foot,17
Virgil Green,LAC,2020,2021-01-03,Injured Reserve,KAN,,17
Ryan Groy,LAC,2020,2021-01-03,C19,KAN,,17
Casey Hayward,LAC,2020,2021-01-03,Out,KAN,Hamstring,17
Hunter Henry,LAC,2020,2021-01-03,C19,KAN,,17
Melvin Ingram,LAC,2020,2021-01-03,Injured Reserve,KAN,,17
Derwin James,LAC,2020,2021-01-03,C19,KAN,,17
Malik Jefferson,LAC,2020,2021-01-03,Out,KAN,Shoulder,17
Rayshawn Jenkins,LAC,2020,2021-01-03,Out,KAN,Ankle,17
Uchenna Nwosu,LAC,2020,2021-01-03,Injured Reserve,KAN,,17
Sam Tevi,LAC,2020,2021-01-03,Questionable,KAN,Knee,17
Drue Tranquill,LAC,2020,2021-01-03,Injured Reserve,KAN,,17
Kyzir White,LAC,2020,2021-01-03,Injured Reserve,KAN,,17
Chandler Brewer,LAR,2020,2020-09-13,Injured Reserve,DAL,,1
Travin Howard,LAR,2020,2020-09-13,Injured Reserve,DAL,,1
Terrell Lewis,LAR,2020,2020-09-13,Injured Reserve,DAL,,1
A'Shawn Robinson,LAR,2020,2020-09-13,Injured Reserve,DAL,,1
Chandler Brewer,LAR,2020,2020-09-20,Injured Reserve,PHI,,2
Gerald Everett,LAR,2020,2020-09-20,Questionable,PHI,Back,2
Travin Howard,LAR,2020,2020-09-20,Injured Reserve,PHI,,2
Terrell Lewis,LAR,2020,2020-09-20,Injured Reserve,PHI,,2
A'Shawn Robinson,LAR,2020,2020-09-20,Injured Reserve,PHI,,2
Cam Akers,LAR,2020,2020-09-27,Out,BUF,Ribs,3
Chandler Brewer,LAR,2020,2020-09-27,Injured Reserve,BUF,,3
Travin Howard,LAR,2020,2020-09-27,Injured Reserve,BUF,,3
Terrell Lewis,LAR,2020,2020-09-27,Injured Reserve,BUF,,3
Joseph Noteboom,LAR,2020,2020-09-27,Injured Reserve,BUF,,3
A'Shawn Robinson,LAR,2020,2020-09-27,Injured Reserve,BUF,,3
Darious Williams,LAR,2020,2020-09-27,Questionable,BUF,Ankle,3
Cam Akers,LAR,2020,2020-10-04,Out,NYG,Ribs,4
Chandler Brewer,LAR,2020,2020-10-04,Injured Reserve,NYG,,4
Jordan Fuller,LAR,2020,2020-10-04,Questionable,NYG,Shoulder,4
Travin Howard,LAR,2020,2020-10-04,Injured Reserve,NYG,,4
Terrell Lewis,LAR,2020,2020-10-04,Injured Reserve,NYG,,4
Joseph Noteboom,LAR,2020,2020-10-04,Injured Reserve,NYG,,4
A'Shawn Robinson,LAR,2020,2020-10-04,Injured Reserve,NYG,,4
Chandler Brewer,LAR,2020,2020-10-11,Injured Reserve,WAS,,5
Bobby Evans,LAR,2020,2020-10-11,Out,WAS,Shoulder,5
Troy Hill,LAR,2020,2020-10-11,Questionable,WAS,Ankle,5
Travin Howard,LAR,2020,2020-10-11,Injured Reserve,WAS,,5
Micah Kiser,LAR,2020,2020-10-11,Questionable,WAS,Groin,5
Joseph Noteboom,LAR,2020,2020-10-11,Injured Reserve,WAS,,5
A'Shawn Robinson,LAR,2020,2020-10-11,Injured Reserve,WAS,,5
Chandler Brewer,LAR,2020,2020-10-18,Injured Reserve,SFO,,6
Jordan Fuller,LAR,2020,2020-10-18,Injured Reserve,SFO,,6
Travin Howard,LAR,2020,2020-10-18,Injured Reserve,SFO,,6
Micah Kiser,LAR,2020,2020-10-18,Questionable,SFO,Groin,6
Joseph Noteboom,LAR,2020,2020-10-18,Injured Reserve,SFO,,6
Ogbonnia Okoronkwo,LAR,2020,2020-10-18,Out,SFO,Elbow,6
A'Shawn Robinson,LAR,2020,2020-10-18,Injured Reserve,SFO,,6
Chandler Brewer,LAR,2020,2020-10-26,Injured Reserve,CHI,,7
Jordan Fuller,LAR,2020,2020-10-26,Injured Reserve,CHI,,7
Tyler Higbee,LAR,2020,2020-10-26,Questionable,CHI,Hand,7
Travin Howard,LAR,2020,2020-10-26,Injured Reserve,CHI,,7
Ogbonnia Okoronkwo,LAR,2020,2020-10-26,Injured Reserve,CHI,,7
A'Shawn Robinson,LAR,2020,2020-10-26,Injured Reserve,CHI,,7
Chandler Brewer,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
Terrell Burgess,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
Jordan Fuller,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
Tyler Higbee,LAR,2020,2020-11-01,Questionable,MIA,Hand,8
Travin Howard,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
Ogbonnia Okoronkwo,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
A'Shawn Robinson,LAR,2020,2020-11-01,Injured Reserve,MIA,,8
Brian Allen,LAR,2020,2020-11-15,Questionable,SEA,Knee,10
Chandler Brewer,LAR,2020,2020-11-15,Injured Reserve,SEA,,10
Terrell Burgess,LAR,2020,2020-11-15,Injured Reserve,SEA,,10
Leonard Floyd,LAR,2020,2020-11-15,Questionable,SEA,Knee,10
Jordan Fuller,LAR,2020,2020-11-15,Injured Reserve,SEA,,10
Travin Howard,LAR,2020,2020-11-15,Injured Reserve,SEA,,10
Terrell Lewis,LAR,2020,2020-11-15,Questionable,SEA,Shoulder,10
Ogbonnia Okoronkwo,LAR,2020,2020-11-15,Injured Reserve,SEA,,10
Brian Allen,LAR,2020,2020-11-23,Doubtful,TAM,Knee,11
Chandler Brewer,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Terrell Burgess,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Kai Forbath,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Travin Howard,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Ogbonnia Okoronkwo,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Taylor Rapp,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Andrew Whitworth,LAR,2020,2020-11-23,Injured Reserve,TAM,,11
Brian Allen,LAR,2020,2020-11-29,Questionable,SFO,Knee,12
Chandler Brewer,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Terrell Burgess,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Kai Forbath,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Tyler Higbee,LAR,2020,2020-11-29,Questionable,SFO,Elbow,12
Travin Howard,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Terrell Lewis,LAR,2020,2020-11-29,Doubtful,SFO,Knee,12
Ogbonnia Okoronkwo,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Taylor Rapp,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Andrew Whitworth,LAR,2020,2020-11-29,Injured Reserve,SFO,,12
Brian Allen,LAR,2020,2020-12-06,Questionable,ARI,Knee,13
Chandler Brewer,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Terrell Burgess,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Kai Forbath,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Travin Howard,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Sebastian Joseph,LAR,2020,2020-12-06,Questionable,ARI,Hip,13
Terrell Lewis,LAR,2020,2020-12-06,Out,ARI,Knee,13
Ogbonnia Okoronkwo,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Taylor Rapp,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Andrew Whitworth,LAR,2020,2020-12-06,Injured Reserve,ARI,,13
Chandler Brewer,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Terrell Burgess,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Kai Forbath,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Matt Gay,LAR,2020,2020-12-10,Questionable,NWE,Shoulder,14
Travin Howard,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Taylor Rapp,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Andrew Whitworth,LAR,2020,2020-12-10,Injured Reserve,NWE,,14
Brian Allen,LAR,2020,2020-12-20,Questionable,NYJ,Not Injury Related,15
Chandler Brewer,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Terrell Burgess,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Bobby Evans,LAR,2020,2020-12-20,C19,NYJ,,15
Kai Forbath,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Justin Hollins,LAR,2020,2020-12-20,Questionable,NYJ,Not Injury Related,15
Travin Howard,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Ogbonnia Okoronkwo,LAR,2020,2020-12-20,Questionable,NYJ,Not Injury Related,15
Taylor Rapp,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Nick Scott,LAR,2020,2020-12-20,C19,NYJ,,15
Andrew Whitworth,LAR,2020,2020-12-20,Injured Reserve,NYJ,,15
Cam Akers,LAR,2020,2020-12-27,Out,SEA,Ankle,16
Chandler Brewer,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Terrell Burgess,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Bobby Evans,LAR,2020,2020-12-27,C19,SEA,,16
Kai Forbath,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Travin Howard,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Juju Hughes,LAR,2020,2020-12-27,C19,SEA,,16
Taylor Rapp,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Nick Scott,LAR,2020,2020-12-27,C19,SEA,,16
Andrew Whitworth,LAR,2020,2020-12-27,Injured Reserve,SEA,,16
Cam Akers,LAR,2020,2021-01-03,Questionable,ARI,Ankle,17
Chandler Brewer,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Michael Brockers,LAR,2020,2021-01-03,C19,ARI,,17
Terrell Burgess,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Bobby Evans,LAR,2020,2021-01-03,C19,ARI,,17
Leonard Floyd,LAR,2020,2021-01-03,Questionable,ARI,Abdomen,17
Kai Forbath,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Jared Goff,LAR,2020,2021-01-03,Out,ARI,Thumb,17
Travin Howard,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Micah Kiser,LAR,2020,2021-01-03,Out,ARI,Knee,17
Cooper Kupp,LAR,2020,2021-01-03,C19,ARI,,17
Taylor Rapp,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Andrew Whitworth,LAR,2020,2021-01-03,Injured Reserve,ARI,,17
Vince Biegel,MIA,2020,2020-09-13,Injured Reserve,NWE,,1
Nate Brooks,MIA,2020,2020-09-13,Injured Reserve,NWE,,1
Clayton Fejedelem,MIA,2020,2020-09-13,Doubtful,NWE,Pectoral,1
Allen Hurns,MIA,2020,2020-09-13,Injured Reserve,NWE,,1
Ray Smith,MIA,2020,2020-09-13,Injured Reserve,NWE,,1
Albert Wilson,MIA,2020,2020-09-13,Injured Reserve,NWE,,1
Vince Biegel,MIA,2020,2020-09-20,Injured Reserve,BUF,,2
Nate Brooks,MIA,2020,2020-09-20,Injured Reserve,BUF,,2
Clayton Fejedelem,MIA,2020,2020-09-20,Doubtful,BUF,Pectoral,2
Allen Hurns,MIA,2020,2020-09-20,Injured Reserve,BUF,,2
DeVante Parker,MIA,2020,2020-09-20,Questionable,BUF,Hamstring,2
Elandon Roberts,MIA,2020,2020-09-20,Out,BUF,Concussion,2
Ray Smith,MIA,2020,2020-09-20,Injured Reserve,BUF,,2
Albert Wilson,MIA,2020,2020-09-20,Injured Reserve,BUF,,2
Vince Biegel,MIA,2020,2020-09-24,Injured Reserve,JAX,,3
Clayton Fejedelem,MIA,2020,2020-09-24,Doubtful,JAX,Pectoral,3
Allen Hurns,MIA,2020,2020-09-24,Injured Reserve,JAX,,3
Byron Jones,MIA,2020,2020-09-24,Out,JAX,Groin,3
Ray Smith,MIA,2020,2020-09-24,Injured Reserve,JAX,,3
Jason Strowbridge,MIA,2020,2020-09-24,Out,JAX,Not Injury Related,3
Albert Wilson,MIA,2020,2020-09-24,Injured Reserve,JAX,,3
Vince Biegel,MIA,2020,2020-10-04,Injured Reserve,SEA,,4
Kavon Frazier,MIA,2020,2020-10-04,Doubtful,SEA,Shoulder,4
Allen Hurns,MIA,2020,2020-10-04,Injured Reserve,SEA,,4
Byron Jones,MIA,2020,2020-10-04,Doubtful,SEA,Groin,4
Solomon Kindley,MIA,2020,2020-10-04,Questionable,SEA,Foot,4
Ray Smith,MIA,2020,2020-10-04,Injured Reserve,SEA,,4
Tua Tagovailoa,MIA,2020,2020-10-04,Questionable,SEA,Illness,4
Albert Wilson,MIA,2020,2020-10-04,Injured Reserve,SEA,,4
Vince Biegel,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Jakeem Grant,MIA,2020,2020-10-11,Questionable,SFO,Illness,5
Allen Hurns,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Austin Jackson,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Shaq Lawson,MIA,2020,2020-10-11,Out,SFO,Shoulder,5
Jonathan Ledbetter,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Ray Smith,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Durham Smythe,MIA,2020,2020-10-11,Out,SFO,Knee,5
Albert Wilson,MIA,2020,2020-10-11,Injured Reserve,SFO,,5
Vince Biegel,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Davon Godchaux,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Allen Hurns,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Austin Jackson,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Shaq Lawson,MIA,2020,2020-10-18,Questionable,NYJ,Shoulder,6
Ray Smith,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Durham Smythe,MIA,2020,2020-10-18,Questionable,NYJ,Knee,6
Kyle Van Noy,MIA,2020,2020-10-18,Questionable,NYJ,Groin,6
Albert Wilson,MIA,2020,2020-10-18,Injured Reserve,NYJ,,6
Vince Biegel,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Davon Godchaux,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Allen Hurns,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Austin Jackson,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Jamal Perry,MIA,2020,2020-11-01,Out,LAR,Foot,8
Adam Shaheen,MIA,2020,2020-11-01,Questionable,LAR,Shoulder,8
Ray Smith,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Albert Wilson,MIA,2020,2020-11-01,Injured Reserve,LAR,,8
Vince Biegel,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Lynn Bowden,MIA,2020,2020-11-08,C19,ARI,,9
Matt Breida,MIA,2020,2020-11-08,Out,ARI,Hamstring,9
Myles Gaskin,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Davon Godchaux,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Allen Hurns,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Austin Jackson,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Jamal Perry,MIA,2020,2020-11-08,Questionable,ARI,Foot,9
Albert Wilson,MIA,2020,2020-11-08,Injured Reserve,ARI,,9
Vince Biegel,MIA,2020,2020-11-15,Injured Reserve,LAC,,10
Lynn Bowden,MIA,2020,2020-11-15,C19,LAC,,10
Matt Breida,MIA,2020,2020-11-15,Questionable,LAC,Hamstring,10
Myles Gaskin,MIA,2020,2020-11-15,Injured Reserve,LAC,,10
Davon Godchaux,MIA,2020,2020-11-15,Injured Reserve,LAC,,10
Allen Hurns,MIA,2020,2020-11-15,Injured Reserve,LAC,,10
Jamal Perry,MIA,2020,2020-11-15,Questionable,LAC,Foot,10
Durham Smythe,MIA,2020,2020-11-15,Questionable,LAC,Concussion,10
Kyle Van Noy,MIA,2020,2020-11-15,C19,LAC,,10
Christian Wilkins,MIA,2020,2020-11-15,C19,LAC,,10
Albert Wilson,MIA,2020,2020-11-15,Injured Reserve,LAC,,10
Vince Biegel,MIA,2020,2020-11-22,Injured Reserve,DEN,,11
Myles Gaskin,MIA,2020,2020-11-22,Injured Reserve,DEN,,11
Davon Godchaux,MIA,2020,2020-11-22,Injured Reserve,DEN,,11
Allen Hurns,MIA,2020,2020-11-22,Injured Reserve,DEN,,11
Solomon Kindley,MIA,2020,2020-11-22,Questionable,DEN,Foot,11
Kyle Van Noy,MIA,2020,2020-11-22,Questionable,DEN,Hip,11
Christian Wilkins,MIA,2020,2020-11-22,C19,DEN,,11
Albert Wilson,MIA,2020,2020-11-22,Injured Reserve,DEN,,11
Salvon Ahmed,MIA,2020,2020-11-29,Out,NYJ,Shoulder,12
Vince Biegel,MIA,2020,2020-11-29,Injured Reserve,NYJ,,12
Jesse Davis,MIA,2020,2020-11-29,C19,NYJ,,12
Myles Gaskin,MIA,2020,2020-11-29,Injured Reserve,NYJ,,12
Davon Godchaux,MIA,2020,2020-11-29,Injured Reserve,NYJ,,12
Jakeem Grant,MIA,2020,2020-11-29,Questionable,NYJ,Hamstring,12
Allen Hurns,MIA,2020,2020-11-29,Injured Reserve,NYJ,,12
Solomon Kindley,MIA,2020,2020-11-29,Out,NYJ,Foot,12
Tua Tagovailoa,MIA,2020,2020-11-29,Questionable,NYJ, Thumb,12
Christian Wilkins,MIA,2020,2020-11-29,C19,NYJ,,12
Albert Wilson,MIA,2020,2020-11-29,Injured Reserve,NYJ,,12
Salvon Ahmed,MIA,2020,2020-12-06,Doubtful,CIN,Shoulder,13
Vince Biegel,MIA,2020,2020-12-06,Injured Reserve,CIN,,13
Matt Breida,MIA,2020,2020-12-06,C19,CIN,,13
Myles Gaskin,MIA,2020,2020-12-06,Injured Reserve,CIN,,13
Davon Godchaux,MIA,2020,2020-12-06,Injured Reserve,CIN,,13
Allen Hurns,MIA,2020,2020-12-06,Injured Reserve,CIN,,13
Solomon Kindley,MIA,2020,2020-12-06,Questionable,CIN,Foot,13
Malcolm Perry,MIA,2020,2020-12-06,Questionable,CIN,Chest,13
Tua Tagovailoa,MIA,2020,2020-12-06,Questionable,CIN, Thumb,13
DeAndre Washington,MIA,2020,2020-12-06,Doubtful,CIN,Hamstring,13
Albert Wilson,MIA,2020,2020-12-06,Injured Reserve,CIN,,13
Salvon Ahmed,MIA,2020,2020-12-13,Out,KAN,Shoulder,14
Vince Biegel,MIA,2020,2020-12-13,Injured Reserve,KAN,,14
Matt Breida,MIA,2020,2020-12-13,C19,KAN,,14
Ereck Flowers,MIA,2020,2020-12-13,Out,KAN,Ankle,14
Myles Gaskin,MIA,2020,2020-12-13,C19,KAN,,14
Davon Godchaux,MIA,2020,2020-12-13,Injured Reserve,KAN,,14
Allen Hurns,MIA,2020,2020-12-13,Injured Reserve,KAN,,14
Jamal Perry,MIA,2020,2020-12-13,C19,KAN,,14
Elandon Roberts,MIA,2020,2020-12-13,Questionable,KAN,Chest,14
Kyle Van Noy,MIA,2020,2020-12-13,Questionable,KAN,Hip,14
Albert Wilson,MIA,2020,2020-12-13,Injured Reserve,KAN,,14
Salvon Ahmed,MIA,2020,2020-12-20,Questionable,NWE,Shoulder,15
Jerome Baker,MIA,2020,2020-12-20,Questionable,NWE,Knee,15
Vince Biegel,MIA,2020,2020-12-20,Injured Reserve,NWE,,15
Matt Breida,MIA,2020,2020-12-20,C19,NWE,,15
Ereck Flowers,MIA,2020,2020-12-20,Questionable,NWE,Ankle,15
Myles Gaskin,MIA,2020,2020-12-20,C19,NWE,,15
Mike Gesicki,MIA,2020,2020-12-20,Questionable,NWE,Shoulder,15
Davon Godchaux,MIA,2020,2020-12-20,Injured Reserve,NWE,,15
Jakeem Grant,MIA,2020,2020-12-20,Questionable,NWE,Hamstring,15
Allen Hurns,MIA,2020,2020-12-20,Injured Reserve,NWE,,15
Bobby McCain,MIA,2020,2020-12-20,Questionable,NWE,Ankle,15
DeVante Parker,MIA,2020,2020-12-20,Questionable,NWE,Hamstring,15
Jamal Perry,MIA,2020,2020-12-20,C19,NWE,,15
Elandon Roberts,MIA,2020,2020-12-20,Questionable,NWE,Chest,15
Kyle Van Noy,MIA,2020,2020-12-20,Questionable,NWE,Hip,15
Albert Wilson,MIA,2020,2020-12-20,Injured Reserve,NWE,,15
Vince Biegel,MIA,2020,2020-12-26,Injured Reserve,LVR,,16
Ereck Flowers,MIA,2020,2020-12-26,Questionable,LVR,Ankle,16
Myles Gaskin,MIA,2020,2020-12-26,C19,LVR,,16
Mike Gesicki,MIA,2020,2020-12-26,Questionable,LVR,Shoulder,16
Davon Godchaux,MIA,2020,2020-12-26,Injured Reserve,LVR,,16
Jakeem Grant,MIA,2020,2020-12-26,Questionable,LVR,Hamstring,16
Allen Hurns,MIA,2020,2020-12-26,Injured Reserve,LVR,,16
Solomon Kindley,MIA,2020,2020-12-26,Out,LVR,Knee,16
Shaq Lawson,MIA,2020,2020-12-26,Out,LVR,Shoulder,16
DeVante Parker,MIA,2020,2020-12-26,Questionable,LVR,Hamstring,16
Albert Wilson,MIA,2020,2020-12-26,Injured Reserve,LVR,,16
Vince Biegel,MIA,2020,2021-01-03,Injured Reserve,BUF,,17
Ryan Fitzpatrick,MIA,2020,2021-01-03,C19,BUF,,17
Davon Godchaux,MIA,2020,2021-01-03,Injured Reserve,BUF,,17
Jakeem Grant,MIA,2020,2021-01-03,Questionable,BUF,Ankle,17
Kamu Grugier-Hill,MIA,2020,2021-01-03,Out,BUF,Illness,17
Allen Hurns,MIA,2020,2021-01-03,Injured Reserve,BUF,,17
Solomon Kindley,MIA,2020,2021-01-03,Questionable,BUF,Knee,17
Shaq Lawson,MIA,2020,2021-01-03,Questionable,BUF,Shoulder,17
DeVante Parker,MIA,2020,2021-01-03,Questionable,BUF,Hamstring,17
Elandon Roberts,MIA,2020,2021-01-03,Injured Reserve,BUF,,17
Albert Wilson,MIA,2020,2021-01-03,Injured Reserve,BUF,,17
Myles Dorn,MIN,2020,2020-09-13,Injured Reserve,GNB,,1
Ben Gedeon,MIN,2020,2020-09-13,Physically Unable to Perform,GNB,,1
Danielle Hunter,MIN,2020,2020-09-13,Injured Reserve,GNB,,1
Michael Pierce,MIN,2020,2020-09-13,Injured Reserve,GNB,,1
Quentin Poling,MIN,2020,2020-09-13,reserve/injured from waived/injured,GNB,,1
Cameron Smith,MIN,2020,2020-09-13,Injured Reserve,GNB,,1
Kenny Willekes,MIN,2020,2020-09-13,Injured Reserve,GNB,,1
Cameron Dantzler,MIN,2020,2020-09-20,Out,IND,Rib,2
Myles Dorn,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Pat Elflein,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Ben Gedeon,MIN,2020,2020-09-20,Physically Unable to Perform,IND,,2
Danielle Hunter,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Michael Pierce,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Cameron Smith,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Kenny Willekes,MIN,2020,2020-09-20,Injured Reserve,IND,,2
Anthony Barr,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Mike Boone,MIN,2020,2020-09-27,Questionable,TEN,Concussion,3
Kris Boyd,MIN,2020,2020-09-27,Questionable,TEN,Hamstring,3
Cameron Dantzler,MIN,2020,2020-09-27,Out,TEN,Rib,3
Myles Dorn,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Troy Dye,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Pat Elflein,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Ben Gedeon,MIN,2020,2020-09-27,Physically Unable to Perform,TEN,,3
Mike Hughes,MIN,2020,2020-09-27,Out,TEN,Neck,3
Danielle Hunter,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Michael Pierce,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Cameron Smith,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Kenny Willekes,MIN,2020,2020-09-27,Injured Reserve,TEN,,3
Anthony Barr,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Kris Boyd,MIN,2020,2020-10-04,Doubtful,HOU,Hamstring,4
Myles Dorn,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Troy Dye,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Pat Elflein,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Ben Gedeon,MIN,2020,2020-10-04,Physically Unable to Perform,HOU,,4
Mike Hughes,MIN,2020,2020-10-04,Out,HOU,Neck,4
Danielle Hunter,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Michael Pierce,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Cameron Smith,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Kenny Willekes,MIN,2020,2020-10-04,Injured Reserve,HOU,,4
Anthony Barr,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Kris Boyd,MIN,2020,2020-10-11,Questionable,SEA,Hamstring,5
Myles Dorn,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Troy Dye,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Pat Elflein,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Ben Gedeon,MIN,2020,2020-10-11,Physically Unable to Perform,SEA,,5
Holton Hill,MIN,2020,2020-10-11,Questionable,SEA,Foot,5
Danielle Hunter,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
K.J. Osborn,MIN,2020,2020-10-11,Out,SEA,Hamstring,5
Michael Pierce,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Cameron Smith,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Kenny Willekes,MIN,2020,2020-10-11,Injured Reserve,SEA,,5
Anthony Barr,MIN,2020,2020-10-18,Injured Reserve,ATL,,6
Kris Boyd,MIN,2020,2020-10-18,Out,ATL,Hamstring,6
Dalvin Cook,MIN,2020,2020-10-18,Out,ATL,Groin,6
Myles Dorn,MIN,2020,2020-10-18,Injured Reserve,ATL,,6
Troy Dye,MIN,2020,2020-10-18,Injured Reserve,ATL,,6
Pat Elflein,MIN,2020,2020-10-18,Injured Reserve,ATL,,6
