,Player ,09/10vs. DET,09/17vs. IND,09/25vs. DAL,10/01vs. SFO,10/08vs. PHI,10/15vs. TAM,10/22vs. LAR,11/05vs. SFO,11/09vs. SEA,11/19vs. HOU,11/26vs. JAX,12/03vs. LAR,12/10vs. TEN,12/17vs. WAS,12/24vs. NYG,12/31vs. SEA
19,Ryan Schraeder,,,Out: Concussion,Out: Concussion,,,,,,,,,,,,,,
20,Levine Toilolo,,,,,,,,,,,,,,,,Out: Knee,,
21,Jordan Tripp,,,,,,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion
22,Desmond Trufant,,,,,,,,,,,,Out: Concussion,,,,,,
23,Courtney Upshaw,,,Out: Ankle,Out: Ankle,Out: Ankle,,,,,,,,,,,,,
24,Terron Ward,,,Out: Neck,Out: Neck,,,,,,,,,,,,,,
25,Sean Weatherspoon,,,,,,,,,,,,Questionable: Illness,,,,,,
,Player ,09/06vs. PHI,09/16vs. CAR,09/23vs. NOR,09/30vs. CIN,10/07vs. PIT,10/14vs. TAM,10/22vs. NYG,11/04vs. WAS,11/11vs. CLE,11/18vs. DAL,11/22vs. NOR,12/02vs. BAL,12/09vs. GNB,12/16vs. ARI,12/23vs. CAR,12/30vs. TAM
0,Robert Alford,,,,,,,,Out: Ankle,,,,,,,,
1,Ricardo Allen,,,,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles
2,Justin Bethel,,,,Out: Knee,Out: Knee,,,,,,,,,,,
3,Matt Bryant,,,,,,,Out: rightHamstring,Out: rightHamstring,Out: rightHamstring,,,,Questionable: Back,,,
4,Devonta Freeman ,,Out: Knee,Out: Knee,Out: Knee,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot
5,Brandon Fusco,,,,,,,,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle
6,Russell Gage,,Out: Knee,,,,,,,,,,,,,,
7,Ben Garland,Out: Calf,Out: Calf,,,,,,,,,,,,,,
8,Josh Harris,Questionable: Hip,,,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
9,Grady Jarrett,,,,,Out: Ankle,Out: Ankle,,,,,,,,,,
10,Deion Jones,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Out: Foot,Out: Foot,,,,,
11,Julio Jones ,,,,,,,,,,,,,,,Questionable: Hip,
12,Andy Levitre,,,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep
13,Terrell McClain,,,,,,,,,,,,,,Out: Toe,,
14,Takkarist McKinley ,,,Out: Groin,,,,,,,,,,,,,
15,Keanu Neal,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
16,Corey Nelson,,,Out: Calf,,,,,,,,,,,,,
17,Logan Paulsen,,,,,,,,,,,,,Out: Knee,,,
18,Wes Schweitzer ,,,,,,,,,,,,,,,,Out: Back
19,Derrick Shelby,,,Out: Groin,Out: Groin,Out: Groin,Out: Groin,,,Questionable: Groin,,,Injured Reserve: Groin,Injured Reserve: Groin,Injured Reserve: Groin,Injured Reserve: Groin,Injured Reserve: Groin
20,Ito Smith,,,,,,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee
21,Blidi Wreh-Wilson,Out: Shoulder,,,,,,,,,,,,,,,
,Player ,09/08vs. MIN,09/15vs. PHI,09/22vs. IND,09/29vs. TEN,10/06vs. HOU,10/13vs. ARI,10/20vs. LAR,10/27vs. SEA,11/10vs. NOR,11/17vs. CAR,11/24vs. TAM,11/28vs. NOR,12/08vs. CAR,12/15vs. SFO,12/22vs. JAX,12/29vs. TAM
0,Allen Bailey,,,,,,,,,,,,,,Out: Not Injury Related,,
1,Kenjon Barner,,,,Out: Concussion,Out: Knee,,,,,,,,,,,
2,Kurt Benkert,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
3,Michael Bennett,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
4,Matthew Bosher,,,Out: right Groin,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
5,Jamon Brown,,,,,Out: Concussion,,,,,,,,,,,Out: Illness
6,Ryan Brown,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,
7,Taveze Calhoun,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,
8,James Carpenter,,,,,,,,Out: Knee,,,,,Out: Concussion,Out: Concussion,Injured Reserve: ,Injured Reserve: 
9,Adrian Clayborn,,,,,,,,,,,,,,,,Out: Knee
10,John Cominsky,,,,,,,,,Out: Ankle,,Questionable: Ankle,,,,,
11,Johnathan Cyprien,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
12,Devonta Freeman ,,,,,,,,,,Out: Foot,Out: Foot,,,,,
13,Russell Gage,,Questionable: Head,,,,,,,,,,,,,,
14,Matt Gono,Out: Back,Out: Back,,,,,,,,,,,,,,
15,Alex Gray,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
16,Ra'Shede Hageman,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
17,Austin Hooper,,,,,,,,,,Out: Knee,Out: Knee,Out: Knee,,,,
18,Kemal Ishmael,,,,,,,,,,Out: Concussion,Out: Concussion,,,,,
19,Grady Jarrett,,,,,,,,Questionable: Abdomen,,,,,,,,
20,Julio Jones ,,,,,,,,,,,,Questionable: Shoulder,,,,
21,Damontae Kazee,,,,,Questionable: Illness,,,,,,,,,,,
22,Chris Lindstrom,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,
23,Takkarist McKinley ,,,,,,,,,,,Questionable: Shoulder,,,,Injured Reserve: ,Injured Reserve: 
24,Steven Means,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
25,Keanu Neal,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
26,Sharrod Neasman,,,,,,,,,,,,Questionable: Shoulder,Questionable: Shoulder,,,
27,Isaiah Oliver,,,,,,,,,,,,,,Questionable: Shoulder,,
28,Brandon Powell,,,,,,,,,,,,,,,,Out: Wrist
29,Calvin Ridley,,,,,,,,,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
30,Matt Ryan,,,,,,,,Questionable: Ankle,,,,,,,,
31,Ty Sambrailo,,,,,,,,,,,,,Out: Hamstring,Out: Hamstring,,
32,Wes Schweitzer ,,,,,,,,,Out: Concussion,,,,,,,
33,Kendall Sheffield,,,,,,,,,,,Questionable: Illness,,,,,
34,Matt Simms,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
35,Ito Smith,,,,,,,,Out: Concussion,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
36,Luke Stocker,,,,,,,,,,,,Questionable: Back,,,,
37,Desmond Trufant,,,,,,Out: Toe,Out: Toe,Out: Toe,Questionable: Toe,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
38,J.J. Wilcox,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
39,Matt Wile,,,,,,Out: right Quadricep,,,,,,,,,,
40,Blidi Wreh-Wilson,,,,,Out: Groin,Out: Groin,,,,,,,,,,
,Player ,09/10vs. CIN,09/17vs. CLE,09/24vs. JAX,10/01vs. PIT,10/08vs. OAK,10/15vs. CHI,10/22vs. MIN,10/26vs. MIA,11/05vs. TEN,11/19vs. GNB,11/27vs. HOU,12/03vs. DET,12/10vs. PIT,12/17vs. CLE,12/23vs. IND,12/31vs. CIN
0,Kenny Bell,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
1,Brandon Boykin,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
2,Nick Boyle,,,,,,,,,Questionable: Toe,Questionable: Toe,,,,,,
3,Bam Bradley,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
4,Michael Campanaro,,Questionable: Ankle,Questionable: Ankle,,,,,Doubtful: Shoulder,Out: Shoulder,Questionable: Shoulder,Injured Reserve: Toe,,,,,
5,Maurice Canady,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,,,,Questionable: Knee,Questionable: Knee,
6,Chuck Clark,,,,,,,,,Out: Thigh,Questionable: Thigh,,,,,,
7,Alex Collins,,,,,,,,,,,,Questionable: Calf,,,,
8,Carl Davis,,,,,,Questionable: Thigh,Questionable: Thigh,,,,,,,,Questionable: Shoulder,
9,Kenneth Dixon,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
10,Jermaine Eluemunor,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,,,,,,,,,Out: Shoulder,Out: Shoulder,Questionable: Shoulder,Questionable: Shoulder,Injured Reserve: Undisclosed,Questionable: Shoulder
11,Joe Flacco,,,,,,,,,Questionable: Concussion,,,,,,,
12,Crockett Gillmore,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
13,Jaylen Hill,,Out: Thigh,Out: Thigh,Out: Thigh,Doubtful: Thigh,Questionable: Thigh,Questionable: Thigh,,,,,,,,,Injured Reserve: Knee
14,Austin Howard,,,,,,,,,,,Questionable: Knee,,,,,Questionable: Knee
15,Marlon Humphrey ,,,,,,,,,,,,Questionable: Thigh,,,,
16,Tony Jefferson,,,,,,,,Questionable: Ankle,,,,,,,,
17,Ryan Jensen,,,,,,,,,Questionable: Shoulder,,,,,Questionable: Ankle,,
18,Dieugot Joseph,,,Out: NotInjuryRelated,,,,,,,,,,,,,
19,Jeremy Langford,,,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
20,Anthony Levine,,,Questionable: Chest,,Questionable: Thigh,Questionable: Thigh,Questionable: Thigh,Questionable: Back,,,,,,,Questionable: Thigh,
21,Alex Lewis,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder
22,Jeremy Maclin,,,,,Questionable: Hand,Questionable: Shoulder,Questionable: Shoulder,Questionable: Shoulder,Questionable: Shoulder,,,,Questionable: Back,,Doubtful: Knee,Doubtful: Knee
23,Ryan Mallett,,,,,,,,,,,,,,Questionable: Hips,,
24,Chris Matthews ,,,Questionable: Ankle,,,,Doubtful: Thigh,Doubtful: Thigh,,,,,,,,
25,Vince Mayle,,,,,,,,,Questionable: Concussion,,,,,,,
26,Albert McClellan,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
27,Chris Moore,,,,,,,,,,,,,,Questionable: Hip,,
28,C.J. Mosley,,,,,,,,,,,Questionable: Ankle,Questionable: Ankle,Questionable: Neck,,,
29,Patrick Onwuasor,,,,,,,,Questionable: Knee,,,,,,,,
30,Breshad Perriman,,,,,,Questionable: Knee,Out: Concussion,Questionable: Concussion,,,,,,,,
31,Michael Pierce,,,,,,,,,Questionable: Illness,,,,,,,
32,Sheldon Price,Injured Reserve: Concussion,Out: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion
33,Patrick Ricard,,,,,,,,,,,,,,,,Questionable: Neck
34,Al-Hajj Shabazz,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
35,Nico Siragusa,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
36,Matt Skura,,,,,,Out: Knee,Out: Knee,Questionable: Knee,,,,,,,,
37,Jimmy Smith,,,,,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles
38,Za'Darius Smith,,Out: Knee,Questionable: Knee,,,,,,,,,,Doubtful: Shoulder,Questionable: Shoulder,,
39,Ronnie Stanley ,,,,,,,Questionable: Mouth,,Questionable: Shoulder,Doubtful: Concussion,Questionable: Concussion,Questionable: Knee,,,Questionable: Illness,
40,Terrell Suggs,,,,,,,,Questionable: Knee,,,Questionable: Ankle,,,,,
41,Brent Urban ,,,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot
42,Mike Wallace,,,,,,,Questionable: Back,Questionable: Concussion,Questionable: Back,,,,,Questionable: Ankle,,Questionable: Knee
43,Ben Watson,,,,Questionable: Calf,Questionable: Calf,,Questionable: Knee,Questionable: Knee,,,,,,,,
44,Lardarius Webb,,,,,Questionable: Thigh,,Questionable: Knee,,Questionable: Concussion,,,,,,,
45,Eric Weddle ,,,,,,,,Questionable: Ankle,,,,,,,,
46,Terrance West ,,,Questionable: Calf,,,Out: Calf,Out: Calf,Out: Calf,Out: Calf,Questionable: Calf,Questionable: Calf,,,,,
47,Tim White,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb,Injured Reserve: Thumb
48,Brandon Williams,,,Out: Foot,Out: Foot,Out: Foot,Doubtful: Foot,Questionable: Foot,,,,,,,,,Questionable: Back
49,Maxx Williams,,,Out: Ankle,Out: Ankle,Out: Ankle,Questionable: Ankle,Out: Ankle,Out: Ankle,Questionable: Ankle,,,,,,,
50,Tim Williams,,Questionable: Illness,,,,Doubtful: Thigh,Out: Thigh,Doubtful: Thigh,Questionable: Thigh,Questionable: Thigh,,,,,,
51,Danny Woodhead,,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,,,,,,,
52,Marshal Yanda ,,,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle
53,Tavon Young,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
,Player ,09/09vs. BUF,09/13vs. CIN,09/23vs. DEN,09/30vs. PIT,10/07vs. CLE,10/14vs. TEN,10/21vs. NOR,10/28vs. CAR,11/04vs. PIT,11/18vs. CIN,11/25vs. OAK,12/02vs. ATL,12/09vs. KAN,12/16vs. TAM,12/22vs. LAC,12/30vs. CLE,01/06vs. LAC
0,Quincy Adeboyejo,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg,Injured Reserve: Leg
1,Anthony Averett,,,Out: Hamstring,Out: Hamstring,Out: Hamstring,Out: Hamstring,Questionable: Hamstring,Questionable: Hamstring,,,,,,,,,
2,Nick Boyle,,,,,,,,,,,,,,,Questionable: Concussion,,
3,Bradley Bozeman,,,,,,,,Questionable: Calf,Questionable: Calf,,,,,,,,
4,Bam Bradley,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
5,John Brown,,,,,,,,,,,,,,,,Questionable: Hamstring,
6,Maurice Canady,Questionable: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,,,,,,,
