Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Trayveon Williams ,RB,CIN,0,0,0,0,0,1,0,0,bye,0,0,0,3,0,1,0,2
Benny Snell Jr. ,RB,PIT,0,2,3,6,0,29,bye,11,0,0,0,35,20,24,2,9,25
Irv Smith Jr. ,TE,MIN,26,27,31,29,34,38,41,46,43,52,51,bye,46,51,42,33,22
Preston Williams ,WR,MIA,20,42,67,43,bye,66,65,50,51,0,0,0,0,0,0,0,0
Jace Sternberger ,TE,GB,0,0,0,0,0,0,0,0,0,14,bye,0,14,6,14,0,12
Diontae Johnson ,WR,PIT,24,26,42,37,53,41,bye,32,42,53,38,48,36,41,44,56,39
Travis Homer ,RB,SEA,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,6,28,50
KeeSean Johnson ,WR,ARI,67,18,36,36,72,56,5,0,25,34,22,bye,0,0,0,0,0
Darwin Thompson ,RB,KC,2,4,5,3,0,0,0,2,0,5,0,bye,23,21,24,6,12
Alexander Mattison ,RB,MIN,12,8,19,6,16,21,21,19,6,12,4,bye,26,27,0,0,0
Stanley Morgan Jr. ,WR,CIN,0,0,0,0,3,1,0,14,bye,38,11,11,22,22,6,15,0
Kerrith Whyte Jr. ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,7,8,8,6,7,4
Devine Ozigbo ,RB,JAC,0,0,0,0,0,0,0,0,2,bye,4,0,0,0,0,0,23
Dawson Knox ,TE,BUF,38,36,44,53,46,bye,29,28,47,40,51,58,52,54,31,40,0
Miles Boykin ,WR,BAL,18,37,27,21,20,43,31,bye,26,21,21,37,24,18,19,27,34
Ashton Dulin ,WR,IND,0,0,0,3,4,bye,2,4,0,3,1,0,40,14,9,6,12
Jakob Johnson ,RB,NE,0,0,2,18,32,19,0,0,0,bye,0,0,0,0,0,0,0
Ishmael Hyman ,WR,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,13,46,0
Chandler Cox ,RB,MIA,3,6,2,1,bye,0,18,7,12,8,4,3,11,7,0,0,1
Zach Gentry ,TE,PIT,0,0,10,24,0,1,bye,0,0,0,0,0,0,0,14,0,0
Cullen Gillaspia ,RB,HOU,0,3,4,1,0,2,0,3,0,bye,0,0,0,0,0,0,0
Juwann Winfree ,WR,DEN,0,0,10,0,0,0,0,4,0,bye,0,0,0,0,0,0,0
Tony Pollard ,RB,DAL,22,16,23,2,5,7,19,bye,13,3,12,12,11,0,23,4,27
Darius Slayton ,WR,NYG,0,0,27,34,44,49,68,62,66,65,bye,51,62,42,47,21,64
Olabisi Johnson ,WR,MIN,7,2,13,34,30,20,52,53,58,52,50,bye,30,51,26,24,36
Scotty Miller ,WR,TB,0,0,2,8,21,48,bye,10,12,11,35,18,0,0,11,0,0
John Ursua ,WR,SEA,0,2,0,0,0,0,0,0,0,0,bye,0,0,0,2,0,7
Trenton Irwin ,WR,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,9
Andrew Beck ,TE,DEN,1,7,23,3,15,10,9,14,10,bye,24,8,16,20,13,33,24
David Blough ,QB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,74,71,64,50,60
Stephen Carlson ,TE,CLE,0,0,0,0,0,0,bye,0,23,18,12,36,17,39,17,19,23
Michael Walker ,WR,JAC,0,0,0,0,0,0,0,0,0,bye,0,0,7,0,0,0,0
Carson Meier ,TE,ATL,0,0,0,0,0,0,0,0,bye,0,0,0,26,0,0,0,0
Hale Hentges ,TE,Multi,0,0,0,0,0,18,20,18,9,0,19,14,30,21,21,29,32
Jeff Smith ,WR,NYJ,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,14,0,0
Khari Blasingame ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,15,10,13,13,4,13
Olamide Zaccheaus ,WR,ATL,0,0,0,0,0,3,0,2,bye,6,7,7,7,21,5,15,14
Deonte Harris ,WR,NO,1,1,0,7,0,4,8,6,bye,2,0,0,0,7,9,13,8
Jason Moore ,WR,LAC,0,0,0,0,0,5,0,0,5,6,14,bye,0,12,8,4,21
Jalen Guyton ,WR,LAC,0,0,0,0,0,0,0,0,0,0,0,bye,5,9,0,4,0
Jonathan Hilliman ,RB,NYG,0,0,0,27,44,31,0,0,0,0,bye,0,0,0,0,0,0
Steven Sims ,WR,WAS,5,5,7,4,31,5,6,1,3,bye,9,23,37,45,37,54,39
Spencer Schnell ,WR,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0
Darrius Shepherd ,WR,GB,0,0,2,15,4,29,3,0,0,0,bye,0,0,0,0,0,0
Austin Walter ,RB,NYG,0,0,0,0,0,1,0,0,0,0,bye,0,0,0,0,0,0
Ventell Bryant ,WR,DAL,0,0,0,0,0,2,0,bye,2,0,4,0,1,1,2,2,9
Tony Brooks-James ,RB,Multi,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0
Charles Jones ,TE,JAC,0,0,0,0,0,0,0,0,0,bye,0,2,6,6,0,0,13
Tom Kennedy ,WR,DET,0,0,0,8,bye,0,0,0,0,0,0,0,0,0,0,0,0
Damion Willis ,WR,CIN,67,44,0,22,40,4,6,0,bye,0,6,1,10,0,0,0,0
Devlin Hodges ,QB,PIT,0,0,0,0,26,59,bye,0,0,0,0,33,56,59,59,34,50
Gunner Olszewski ,WR,NE,1,0,7,0,6,50,15,0,0,bye,0,0,0,0,0,0,0
D'Ernest Johnson ,RB,CLE,9,23,0,0,5,1,bye,0,0,1,1,0,0,2,0,2,0
